chr#	GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID
11	3316 : 100528019	HSPB2 : HSPB2-C11orf52	ENSG00000170276 : ENSG00000254445	5247 : 41996			
2	3336 : 100529241	HSPE1 : HSPE1-MOB4	ENSG00000115541 : ENSG00000270757	5269 : 49184		P61604 : S4R3N1	CH10 : S4R3N1
21	3455 : 127882475	IFNAR2 : IFNAR2-IL10RB					
11	3481 : 723961	IGF2 : INS-IGF2	ENSG00000167244 : ENSG00000129965	5466 : 33527		P01344 : F8WCM5	IGF2 : INSR2
21	3588 : 127882475	IL10RB : IFNAR2-IL10RB					
11	3630 : 723961	INS : INS-IGF2	ENSG00000254647 : ENSG00000129965	6081 : 33527		P01308 : F8WCM5	INS : INSR2
2	4065 : 100526664	LY75 : LY75-CD302	ENSG00000054219 : ENSG00000248672	6729 : 38828			
X	4104 : 100533997	MAGEA5P : LOC100533997					
X	4109 : 100533997	MAGEA10 : LOC100533997					
6	4439 : 100532732	MSH5 : MSH5-SAPCD1	ENSG00000204410 : ENSG00000255152	7328 : 41994			
1	4681 : 100532736	NBL1 : MICOS10-NBL1	ENSG00000158747 : ENSG00000158747	7650 : 48338			
11	4718 : 100532726	NDUFC2 : NDUFC2-KCTD14	ENSG00000151366 : ENSG00000259112	7706 : 42956		O95298 : E9PQ53	NDUC2 : NDUCR
14	4738 : 100528064	NEDD8 : NEDD8-MDP1	ENSG00000129559 : ENSG00000255526	7732 : 39551			
17	4830 : 654364	NME1 : NME1-NME2	ENSG00000239672 : ENSG00000011052	7849 : 33531			
17	4831 : 654364	NME2 : NME1-NME2	ENSG00000243678 : ENSG00000011052	7850 : 33531			
17	5026 : 100533970	P2RX5 : P2RX5-TAX1BP3	ENSG00000083454 : ENSG00000257950	8536 : 49191			
19	5032 : 692312	P2RY11 : PPAN-P2RY11	ENSG00000244165 : ENSG00000243207	8540 : 33526		Q96G91 : A0A0B4J1V8	P2Y11 : A0A0B4J1V8
22	5413 : 100526833	SEPTIN5 : SEPT5-GP1BB	ENSG00000184702 : ENSG00000284874				
5	5459 : 127814297	POU4F3 : LOC127814297					
12	5554 : 100533464	PRH1 : PRH1-PRR4	ENSG00000231887 : ENSG00000275778				
12	5554 : 106707243	PRH1 : PRH1-TAS2R14	ENSG00000231887 : ENSG00000212127			A0A087WV42 : Q6ZW62	A0A087WV42 : Q6ZW62
14	5687 : 127814298	PSMA6 : PRORP-PSMA6					
9	5736 : 442421	PTGER4P2 : PTGER4P2-CDK2AP2P2		9598 : 44749			
17	5892 : 100529207	RAD51D : RAD51L3-RFFL					
11	5936 : 100526737	RBM4 : RBM14-RBM4	ENSG00000173933 : ENSG00000248643	9901 : 38840		Q9BWF3 : A0A0A6YYI9	RBM4 : A0A0A6YYI9
12	5959 : 100528022	RDH5 : BLOC1S1-RDH5					
18	6139 : 100526842	RPL17 : RPL17-C18orf32	ENSG00000265681 : ENSG00000215472	10307 : 44661		P18621 : A0A0A6YYL6	RL17 : A0A0A6YYL6
X	6173 : 100529097	RPL36A : RPL36A-HNRNPH2	ENSG00000241343 : ENSG00000257529	10359 : 48349			
6	6204 : 100529239	RPS10 : RPS10-NUDT3	ENSG00000124614 : ENSG00000270800	10383 : 49181		P46783 : A0A1W2PQS6	RS10 : A0A1W2PQS6
11	6289 : 100528017	SAA2 : SAA2-SAA4	ENSG00000134339 : ENSG00000255071	10514 : 39550		P0DJI9 : A0A096LPE2	SAA2 : A0A096LPE2
11	6291 : 100528017	SAA4 : SAA2-SAA4	ENSG00000148965 : ENSG00000255071	10516 : 39550		P35542 : A0A096LPE2	SAA4 : A0A096LPE2
17	6358 : 348249	CCL14 : CCL15-CCL14		10612 : 44436			
17	6359 : 348249	CCL15 : CCL15-CCL14		10613 : 44436			
15	6447 : 114118903	SCG5 : ARHGAP11A-SCG5	ENSG00000166922 : ENSG00000288864	10816 : 56310			
21	6450 : 106865373	SH3BGR : GET1-SH3BGR	ENSG00000185437 : ENSG00000285815	10822 : 54635		P55822 : A0A3B3ITX9	SH3BG : A0A3B3ITX9
10	6585 : 100533184	SLIT1 : ARHGAP19-SLIT1	ENSG00000187122 : ENSG00000269891	11085 : 48348			
16	6818 : 100526830	SULT1A3 : SLX1A-SULT1A3	ENSG00000261052 : ENSG00000213599	11455 : 44437			
11	7007 : 116804918	TECTA : TBCEL-TECTA		11720 : 54857			
8	7163 : 124188259	TPD52 : TPD52-MRPS28					
1	7257 : 100303453	TSNAX : TSNAX-DISC1	ENSG00000116918 : ENSG00000270106	12380 : 49177			
1	7268 : 100527960	TTC4 : MROH7-TTC4	ENSG00000243725 : ENSG00000271723	12394 : 49180			
20	7335 : 387522	UBE2V1 : PEDS1-UBE2V1	ENSG00000244687 : ENSG00000124208	12494 : 33521			
21	7485 : 106865373	GET1 : GET1-SH3BGR	ENSG00000182093 : ENSG00000285815	12790 : 54635		O00258 : A0A3B3ITX9	GET1 : A0A3B3ITX9
19	7554 : 108903150	ZNF8 : ZNF8-ERVK3-1	ENSG00000278129 : ENSG00000267216				
19	7568 : 100529855	ZNF20 : ZNF625-ZNF20		12992 : 48368			
19	7730 : 100529215	ZNF177 : ZNF559-ZNF177	ENSG00000188629 : ENSG00000270011	12966 : 42964			
2	7844 : 100526767	RNF103 : RNF103-CHMP3	ENSG00000239305 : ENSG00000249884	12859 : 38847			
6	7919 : 100532737	DDX39B : ATP6V1G2-DDX39B	ENSG00000198563 : ENSG00000254870	13917 : 41999			
14	8106 : 100529063	PABPN1 : BCL2L2-PABPN1	ENSG00000100836 : ENSG00000258643	8565 : 42959			
19	8190 : 100529262	MIA : MIA-RAB4B		7076 : 48352			
12	8302 : 100528032	KLRC4 : KLRC4-KLRK1		6377 : 48357			
1	8503 : 110117499	PIK3R3 : P3R3URF-PIK3R3	ENSG00000117461 : ENSG00000278139	8981 : 54999		Q92569 : F6TDL0	P55G : F6TDL0
10	8509 : 127814294	NDST2 : NDST2-ZSWIM8-AS1					
X	8544 : 100532742	PIR : PIR-FIGF					
9	8577 : 100526694	TMEFF1 : MSANTD3-TMEFF1		11866 : 38838			
12	8620 : 114108587	NPFF : ATF7-NPFF	ENSG00000139574 : ENSG00000267281	7901 : 55073			
5	8637 : 404734	EIF4EBP3 : ANKHD1-EIF4EBP3	ENSG00000243056 : ENSG00000254996	3290 : 33530			
20	8675 : 100534593	STX16 : STX16-NPEPL1	ENSG00000124222 : ENSG00000254995	11431 : 41993			
12	8693 : 100528030	GALNT4 : POC1B-GALNT4	ENSG00000257594 : ENSG00000259075	4126 : 42957		<NA> : F8VUJ3	<NA> : F8VUJ3
17	8741 : 407977	TNFSF13 : TNFSF12-TNFSF13	ENSG00000161955 : ENSG00000248871	11928 : 33537		O75888 : A0A0A6YY99	TNF13 : A0A0A6YY99
17	8742 : 407977	TNFSF12 : TNFSF12-TNFSF13	ENSG00000239697 : ENSG00000248871	11927 : 33537		Q4ACW9 : A0A0A6YY99	Q4ACW9 : A0A0A6YY99
1	8751 : 125467744	ADAM15 : ADAM15-EFNA4					
20	8771 : 100533107	TNFRSF6B : RTEL1-TNFRSF6B	ENSG00000243509 : ENSG00000026036	11921 : 44095			
1	8790 : 100526835	FPGT : FPGT-TNNI3K	ENSG00000254685 : ENSG00000259030	3825 : 42952		O14772 : V9GXZ4	FPGT : V9GXZ4
4	8987 : 100631383	STBD1 : FAM47E-STBD1	ENSG00000118804 : ENSG00000272414	24854 : 44667			
15	9236 : 100533483	CCPG1 : DNAAF4-CCPG1	ENSG00000260916 : ENSG00000261771	24227 : 43019			
16	9284 : 109951030	NPIPA1 : PKD1P3-NPIPA1					
6	9374 : 100532746	PPT2 : PPT2-EGFL8	ENSG00000221988 : ENSG00000258388	9326 : 48343			
6	9521 : 100526837	EEF1E1 : EEF1E1-BLOC1S5		3212 : 49187			
7	9551 : 100526740	ATP5MF : ATP5MF-PTCD1	ENSG00000241468 : ENSG00000248919	848 : 38844		P56134 : G3V325	ATPK : G3V325
14	9692 : 127814298	PRORP : PRORP-PSMA6					
3	9718 : 110599583	ECE2 : EEF1AKMT4-ECE2	ENSG00000145194 : ENSG00000284917	13275 : 53615			
6	9729 : 123956153	KIAA0408 : SOGA3-KIAA0408					
X	9737 : 100528062	GPRASP1 : ARMCX5-GPRASP2	ENSG00000198932 : ENSG00000286237	24834 : 42000			
15	9824 : 114118903	ARHGAP11A : ARHGAP11A-SCG5	ENSG00000198826 : ENSG00000288864	15783 : 56310			
2	9936 : 100526664	CD302 : LY75-CD302	ENSG00000241399 : ENSG00000248672	30843 : 38828			
5	10016 : 116412618	PDCD6 : PDCD6-AHRR	ENSG00000249915 : ENSG00000288622	8765 : 54724			
7	10061 : 114483834	ABCF2 : ABCF2-H2BK1	ENSG00000033050 : ENSG00000285292	71 : 54751		A0A090N7X1 : A0A090N7Y2	A0A090N7X1 : A0A090N7Y2
3	10093 : 100526693	ARPC4 : ARPC4-TTLL3	ENSG00000241553 : ENSG00000250151	707 : 38830		P59998 : A0A0A6YYG9	ARPC4 : A0A0A6YYG9
3	10168 : 110354863	ZNF197 : ZNF660-ZNF197					
15	10169 : 100529067	SERF2 : SERF2-C15ORF63					
15	10239 : 100526783	AP3S2 : ARPIN-AP3S2	ENSG00000157823 : ENSG00000250021	571 : 38824		P59780 : A0A0A6YYH1	AP3S2 : A0A0A6YYH1
11	10432 : 100526737	RBM14 : RBM14-RBM4	ENSG00000239306 : ENSG00000248643	14219 : 38840		A0A0S2Z4Z0 : A0A0A6YYI9	A0A0S2Z4Z0 : A0A0A6YYI9
15	10588 : 100528021	MTHFS : ST20-MTHFS	ENSG00000136371 : ENSG00000259332	7437 : 44655		P49914 : A0A0A6YYL1	MTHFS : A0A0A6YYL1
6	10695 : 107080644	CNPY3 : CNPY3-GNMT					
2	10936 : 100302652	GPR75 : GPR75-ASB3	ENSG00000119737 : ENSG00000115239	4526 : 40043			
12	11016 : 114108587	ATF7 : ATF7-NPFF	ENSG00000170653 : ENSG00000267281	792 : 55073			
2	11036 : 286749	GTF2A1L : STON1-GTF2A1L	ENSG00000242441 : ENSG00000068781	30727 : 30651		Q9UNN4 : Q3MIM1	TF2AY : Q3MIM1
2	11037 : 286749	STON1 : STON1-GTF2A1L	ENSG00000243244 : ENSG00000068781	17003 : 30651		B2RB25 : Q3MIM1	B2RB25 : Q3MIM1
9	11046 : 127748585	SLC35D2 : SLC35D2-HSD17B3					
7	11062 : 115253422	DUS4L : DUS4L-BCAP29	ENSG00000105865 : ENSG00000288558	21517 : 54422			
6	11165 : 100529239	NUDT3 : RPS10-NUDT3	ENSG00000272325 : ENSG00000270800	8050 : 49181		O95989 : A0A1W2PQS6	NUDT3 : A0A1W2PQS6
7	11185 : 100526825	INMT : INMT-MINDY4	ENSG00000241644 : ENSG00000254959	6069 : 41995			
X	11238 : 114004397	CA5B : CA5BP1-CA5B					
1	11243 : 100527963	PMF1 : PMF1-BGLAP	ENSG00000160783 : ENSG00000260238	9112 : 42953		<NA> : U3KQ54	<NA> : U3KQ54
8	11244 : 100533106	ZHX1 : ZHX1-C8orf76	ENSG00000165156 : ENSG00000259305	12871 : 42975		Q9UKY1 : Q96EF9	ZHX1 : ZHX1R
12	11272 : 100533464	PRR4 : PRH1-PRR4	ENSG00000111215 : ENSG00000275778				
3	11277 : 111822955	TREX1 : ATRIP-TREX1	ENSG00000213689 : ENSG00000164053				
12	22914 : 100528032	KLRK1 : KLRC4-KLRK1		18788 : 48357			
22	23384 : 101730217	SPECC1L : SPECC1L-ADORA2A	ENSG00000100014 : ENSG00000258555	29022 : 49185			
10	23412 : 100532731	COMMD3 : COMMD3-BMI1	ENSG00000148444 : ENSG00000269897	23332 : 48326		Q9UBI1 : R4GMX3	COMD3 : R4GMX3
2	23559 : 100532735	WBP1 : INO80B-WBP1	ENSG00000239779 : ENSG00000274049	12737 : 49199			
5	23600 : 100534612	AMACR : C1QTNF3-AMACR	ENSG00000242110 : ENSG00000273294	451 : 49198			
8	23678 : 100533105	SGK3 : C8orf44-SGK3	ENSG00000104205 : ENSG00000288602	10812 : 48354			
22	23779 : 553158	ARHGAP8 : PRR5-ARHGAP8	ENSG00000241484 : ENSG00000248405	677 : 34512		P85298 : B1AHC3	RHG08 : B1AHC3
15	25764 : 100529067	HYPK : SERF2-C15ORF63					
2	25843 : 100529241	MOB4 : HSPE1-MOB4	ENSG00000115540 : ENSG00000270757	17261 : 49184		Q9Y3A3 : S4R3N1	PHOCN : S4R3N1
11	25858 : 106780802	CATSPERZ : KCNK4-TEX40	ENSG00000219435 : ENSG00000257069				
3	25864 : 100526760	ABHD14A : ABHD14A-ACY1	ENSG00000248487 : ENSG00000114786	24538 : 38856		Q9BUJ0 : B4DNW0	ABHEA : B4DNW0
1	25950 : 100527978	RWDD3 : TLCD4-RWDD3	ENSG00000122481 : ENSG00000271092	21393 : 49388		Q9Y3V2 : S4R434	RWDD3 : S4R434
7	26024 : 100526740	PTCD1 : ATP5MF-PTCD1	ENSG00000106246 : ENSG00000248919	22198 : 38844		O75127 : G3V325	PTCD1 : G3V325
3	26140 : 100526693	TTLL3 : ARPC4-TTLL3	ENSG00000214021 : ENSG00000250151	24483 : 38830		Q9Y4R7 : A0A0A6YYG9	TTLL3 : A0A0A6YYG9
17	26168 : 100533955	SENP3 : SENP3-EIF4A1		17862 : 49182			
1	26292 : 100527950	MYCBP : GJA9-MYCBP					
11	26580 : 100534595	BSCL2 : HNRNPUL2-BSCL2	ENSG00000168000 : ENSG00000234857	15832 : 49189			
3	27031 : 100532724	NPHP3 : NPHP3-ACAD11	ENSG00000113971 : ENSG00000274810	7907 : 48351			
9	27090 : 123987602	ST6GALNAC4 : ST6GALNAC4-ST6GALNAC6-AK1					
20	27111 : 100528031	SDCBP2 : FKBP1A-SDCBP2		15756 : 41997			
1	27185 : 100303453	DISC1 : TSNAX-DISC1	ENSG00000162946 : ENSG00000270106	2888 : 49177			
6	27232 : 107080644	GNMT : CNPY3-GNMT					
12	28234 : 115072896	SLCO1B3 : SLCO1B3-SLCO1B7	ENSG00000111700 : ENSG00000257046	10961 : 54403			
8	28957 : 124188259	MRPS28 : TPD52-MRPS28					
11	29907 : 100528018	SNX15 : ARL2-SNX15	ENSG00000110025 : ENSG00000273003	14978 : 49197			
3	29970 : 100505385	SCHIP1 : IQCJ-SCHIP1	ENSG00000151967 : ENSG00000283154	15678 : 38842		P0DPB3 : B3KU38	SCHI1 : IQIP1
7	29990 : 101752399	PILRB : STAG3L5P-PVRIG2P-PILRB	ENSG00000121716 : ENSG00000272752	18297 : 48898			
9	30815 : 123987602	ST6GALNAC6 : ST6GALNAC4-ST6GALNAC6-AK1					
17	30851 : 100533970	TAX1BP3 : P2RX5-TAX1BP3	ENSG00000213977 : ENSG00000257950	30684 : 49191			
10	50624 : 100533195	CUZD1 : FAM24B-CUZD1	ENSG00000138161 : ENSG00000286088				
8	50626 : 157542	ZFTRAF1 : LOC84773-CYHR1	ENSG00000187954 : ENSG00000187954				
11	50801 : 106780802	KCNK4 : KCNK4-TEX40	ENSG00000182450 : ENSG00000257069				
12	50840 : 106707243	TAS2R14 : PRH1-TAS2R14	ENSG00000212127 : ENSG00000212127			Q9NYV8 : Q6ZW62	T2R14 : Q6ZW62
20	51012 : 100533975	PRELID3B : SLMO2-ATP5E					
5	51014 : 100302736	TMED7 : TMED7-TICAM2	ENSG00000134970 : ENSG00000251201	24253 : 33945		<NA> : A0A0A6YYA0	<NA> : A0A0A6YYA0
16	51025 : 100529144	PAM16 : CORO7-PAM16	ENSG00000217930 : ENSG00000103426	29679 : 44424		Q9Y3D7 : A0A0A6YYL4	TIM16 : A0A0A6YYL4
11	51075 : 100528016	TMX2 : TMX2-CTNND1	ENSG00000213593 : ENSG00000288534	30739 : 41992			
1	51086 : 100526835	TNNI3K : FPGT-TNNI3K	ENSG00000116783 : ENSG00000259030	19661 : 42952		<NA> : V9GXZ4	<NA> : V9GXZ4
2	51130 : 100302652	ASB3 : GPR75-ASB3	ENSG00000115239 : ENSG00000115239	16013 : 40043			
13	51131 : 107303344	PHF11 : SETDB2-PHF11					
17	51136 : 653645	RNFT1 : TBC1D3P1-DHX40P1	ENSG00000189050 : ENSG00000267104	30206 : 42362			
6	51167 : 123956252	CYB5R4 : RIPPLY2-CYB5R4					
16	51192 : 100529251	CKLF : CKLF-CMTM1	ENSG00000217555 : ENSG00000254788	13253 : 39977		Q9UBR5 : A0A087WVB3	CKLF : A0A087WVB3
5	51194 : 101180901	IPO11 : IPO11-LRRC70	ENSG00000086200 : ENSG00000086200				
14	51241 : 100529257	COX16 : SYNJ2BP-COX16	ENSG00000133983 : ENSG00000258644	20213 : 48350		Q9P0S2 : A0A087WYV9	COX16 : A0A087WYV9
6	51256 : 107080638	TBC1D7 : TBC1D7-LOC100130357	ENSG00000145979 : ENSG00000145979				
7	51351 : 109504726	ZNF117 : ERV3-1-ZNF117	ENSG00000152926 : ENSG00000152926				
9	51490 : 127739546	SPOUT1 : KYAT1-SPOUT1					
2	51540 : 100533179	SCLY : UBE2F-SCLY	ENSG00000132330 : ENSG00000258984	18161 : 48339			
7	51631 : 100996928	LUC7L2 : FMC1-LUC7L2	ENSG00000146963 : ENSG00000269955	21608 : 44671		Q9Y383 : A0A0A6YYJ8	LC7L2 : A0A0A6YYJ8
2	51652 : 100526767	CHMP3 : RNF103-CHMP3	ENSG00000115561 : ENSG00000249884	29865 : 38847			
20	51750 : 100533107	RTEL1 : RTEL1-TNFRSF6B	ENSG00000258366 : ENSG00000026036	15888 : 44095			
11	53826 : 100533181	FXYD6 : FXYD6-FXYD2	ENSG00000137726 : ENSG00000255245	4030 : 39978		Q9H0Q3 : A0A087WZ82	FXYD6 : A0A087WZ82
11	53840 : 445372	TRIM34 : TRIM6-TRIM34	ENSG00000258659 : ENSG00000258588	10063 : 33440		Q9BYJ4 : B2RNG4	TRI34 : B2RNG4
19	53916 : 100529262	RAB4B : MIA-RAB4B		9782 : 48352			
19	53916 : 100529264	RAB4B : RAB4B-EGLN2		9782 : 44465			
5	54439 : 127814297	RBM27 : LOC127814297					
13	54841 : 100533467	BIVM : BIVM-ERCC5	ENSG00000134897 : ENSG00000270181	16034 : 43690		Q86UB2 : R4GMW8	BIVM : R4GMW8
5	54882 : 404734	ANKHD1 : ANKHD1-EIF4EBP3	ENSG00000131503 : ENSG00000254996	24714 : 33530			
13	54937 : 100526761	SOHLH2 : CCDC169-SOHLH2	ENSG00000120669 : ENSG00000250709	26026 : 38866			
14	55333 : 100529257	SYNJ2BP : SYNJ2BP-COX16	ENSG00000213463 : ENSG00000258644	18955 : 48350		P57105 : A0A087WYV9	SYJ2B : A0A087WYV9
7	55340 : 100527949	GIMAP5 : GIMAP1-GIMAP5	ENSG00000196329 : ENSG00000281887	18005 : 51257		Q96F15 : A0A087WTJ2	GIMA5 : A0A087WTJ2
22	55615 : 553158	PRR5 : PRR5-ARHGAP8	ENSG00000186654 : ENSG00000248405	31682 : 34512		P85299 : B1AHC3	PRR5 : B1AHC3
7	55665 : 100534592	URGCP : URGCP-MRPS24	ENSG00000106608 : ENSG00000270617	30890 : 49188		Q8TCY9 : S4R325	URGCP : S4R325
20	55741 : 111089941	EDEM2 : MMP24-AS1-EDEM2					
20	55861 : 767557	DBNDD2 : SYS1-DBNDD2	ENSG00000244274 : ENSG00000254806	15881 : 33535			
20	55969 : 100527943	RAB5IF : TGIF2-RAB5IF	ENSG00000101084 : ENSG00000259399	15870 : 44664		Q9BUV8 : A0A0A6YYL0	RCAF1 : A0A0A6YYL0
7	55973 : 115253422	BCAP29 : DUS4L-BCAP29	ENSG00000075790 : ENSG00000288558	24131 : 54422			
8	56260 : 100533105	C8orf44 : C8orf44-SGK3	ENSG00000288596 : ENSG00000288602	25646 : 48354			
19	56342 : 692312	PPAN : PPAN-P2RY11	ENSG00000130810 : ENSG00000243207	9227 : 33526		A8MV53 : A0A0B4J1V8	A8MV53 : A0A0B4J1V8
6	56658 : 202658	TRIM39 : TRIM39-RPP21	ENSG00000204599 : ENSG00000248167	10065 : 38845		Q9HCM9 : A0A096LP39	TRI39 : A0A096LP39
21	56683 : 110091775	CFAP298 : CFAP298-TCP10L	ENSG00000159079 : ENSG00000265590	1301 : 54636			
15	56924 : 106821730	PAK6 : BUB1B-PAK6	ENSG00000137843 : ENSG00000137843	16061 : 52276			
17	57048 : 100529211	PLSCR3 : TMEM256-PLSCR3		16495 : 49186			
1	57116 : 100533111	ZNF695 : ZNF670-ZNF695	ENSG00000197472 : ENSG00000135747	30954 : 49200			
20	57119 : 100526773	EPPIN : EPPIN-WFDC6	ENSG00000101448 : ENSG00000249139	15932 : 38825			
17	57335 : 119086082	ZNF286A : ZNF286A-TBC1D26		13501 : 55384			
10	57412 : 100528007	AS3MT : BORCS7-ASMT		17452 : 49183			
3	57461 : 100534599	ISY1 : ISY1-RAB43	ENSG00000240682 : ENSG00000261796	29201 : 42969			
5	57491 : 116412618	AHRR : PDCD6-AHRR	ENSG00000063438 : ENSG00000288622	346 : 54724			
3	57560 : 100174949	IFT80 : TRIM59-IFT80	ENSG00000068885 : ENSG00000248710				
2	57665 : 100526794	RDH14 : NT5C1B-RDH14	ENSG00000240857 : ENSG00000250741	19979 : 38831			
7	57786 : 100533952	RBAK : RBAK-RBAKDN	ENSG00000146587 : ENSG00000272968	17680 : 42971		Q9NYW8 : A0A0A6YYG8	RBAK : A0A0A6YYG8
19	58491 : 114818278	ZNF71 : ZNF71-SMIM17					
6	58530 : 110599563	LY6G6D : LY6G6F-LY6G6D	ENSG00000244355 : ENSG00000250641	13935 : 38821			
20	60436 : 100527943	TGIF2 : TGIF2-RAB5IF	ENSG00000118707 : ENSG00000259399	15764 : 44664		Q9GZN2 : A0A0A6YYL0	TGIF2 : A0A0A6YYL0
6	63915 : 100526836	BLOC1S5 : BLOC1S5-TXNDC5	ENSG00000188428 : ENSG00000259040	18561 : 42001			
6	63915 : 100526837	BLOC1S5 : EEF1E1-BLOC1S5		18561 : 49187			
X	64860 : 100528062	ARMCX5 : ARMCX5-GPRASP2	ENSG00000125962 : ENSG00000286237	25772 : 42000			
7	64951 : 100534592	MRPS24 : URGCP-MRPS24	ENSG00000062582 : ENSG00000270617	14510 : 49188		Q96EL2 : S4R325	RT24 : S4R325
11	65987 : 100532726	KCTD14 : NDUFC2-KCTD14	ENSG00000151364 : ENSG00000259112	23295 : 42956		Q9BQ13 : E9PQ53	KCD14 : NDUCR
8	66004 : 111188157	LYNX1 : LYNX1-SLURP2	ENSG00000180155 : ENSG00000284505	29604 : 52291			
1	79005 : 100534012	SCNM1 : TNFAIP8L2-SCNM1	ENSG00000163156 : ENSG00000163156				
16	79008 : 100526831	SLX1B : SLX1B-SULT1A4	ENSG00000181625 : ENSG00000260280	28748 : 48353			
16	79585 : 100529144	CORO7 : CORO7-PAM16	ENSG00000262246 : ENSG00000103426	26161 : 44424		P57737 : A0A0A6YYL4	CORO7 : A0A0A6YYL4
1	79626 : 100534012	TNFAIP8L2 : TNFAIP8L2-SCNM1	ENSG00000163154 : ENSG00000163156				
7	79706 : 100630923	PRKRIP1 : LOC100630923					
20	79716 : 100534593	NPEPL1 : STX16-NPEPL1	ENSG00000215440 : ENSG00000254995	16244 : 41993			
