chr#	GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID
17	348249 : 6358	CCL15-CCL14 : CCL14	<NA> : ENSG00000276409	44436 : 10612	<NA> : 601392	<NA> : Q16627	<NA> : CCL14
17	348249 : 6359	CCL15-CCL14 : CCL15	<NA> : ENSG00000275718	44436 : 10613	<NA> : 601393	<NA> : Q16663	<NA> : CCL15
22	386593 : 1120	CHKB-CPT1B : CHKB	ENSG00000254413 : ENSG00000100288	41998 : 1938	<NA> : 612395	<NA> : Q9Y259	<NA> : CHKB
22	386593 : 1375	CHKB-CPT1B : CPT1B	ENSG00000254413 : ENSG00000205560	41998 : 2329	<NA> : 601987	<NA> : Q92523	<NA> : CPT1B
11	386607 : 1270	ZFP91-CNTF : CNTF	<NA> : ENSG00000242689	33441 : 2169	<NA> : 118945	<NA> : P26441	<NA> : CNTF
11	386607 : 80829	ZFP91-CNTF : ZFP91	<NA> : ENSG00000186660	33441 : 14983	<NA> : 619289	<NA> : Q96JP5	<NA> : ZFP91
20	387522 : 387521	PEDS1-UBE2V1 : PEDS1	ENSG00000124208 : ENSG00000240849	33521 : 16735	<NA> : 610994		
20	387522 : 7335	PEDS1-UBE2V1 : UBE2V1	ENSG00000124208 : ENSG00000244687	33521 : 12494	<NA> : 602995	<NA> : G3V2F7	<NA> : G3V2F7
7	389538 : 110440226	CCZ1P-OR7E38P : CCZ1P1	<NA> : ENSG00000243554	<NA> : 55746			
7	389538 : 389537	CCZ1P-OR7E38P : OR7E38P	<NA> : ENSG00000183444	<NA> : 8411			
5	404734 : 54882	ANKHD1-EIF4EBP3 : ANKHD1	ENSG00000254996 : ENSG00000131503	33530 : 24714	<NA> : 610500		
5	404734 : 8637	ANKHD1-EIF4EBP3 : EIF4EBP3	ENSG00000254996 : ENSG00000243056	33530 : 3290	<NA> : 603483	<NA> : O60516	<NA> : 4EBP3
17	407977 : 8741	TNFSF12-TNFSF13 : TNFSF13	ENSG00000248871 : ENSG00000161955	33537 : 11928	<NA> : 604472	A0A0A6YY99 : O75888	A0A0A6YY99 : TNF13
17	407977 : 8742	TNFSF12-TNFSF13 : TNFSF12	ENSG00000248871 : ENSG00000239697	33537 : 11927	<NA> : 602695	A0A0A6YY99 : Q4ACW9	A0A0A6YY99 : Q4ACW9
7	441263 : 100132832	DTX2P1-UPK3BP1-PMS2P11 : PMS2P9		42360 : 9135			
7	441263 : 107080637	DTX2P1-UPK3BP1-PMS2P11 : UPK3BP1	ENSG00000265479 : ENSG00000242435	42360 : 42353			
7	441263 : 107161144	DTX2P1-UPK3BP1-PMS2P11 : DTX2P1		42360 : 42352			
7	441263 : 107161145	DTX2P1-UPK3BP1-PMS2P11 : PMS2P11		42360 : 9125			
9	442421 : 107133486	PTGER4P2-CDK2AP2P2 : CDK2AP2P2		44749 : 38493			
9	442421 : 5736	PTGER4P2-CDK2AP2P2 : PTGER4P2		44749 : 9598			
11	445372 : 117854	TRIM6-TRIM34 : TRIM6	ENSG00000258588 : ENSG00000121236	33440 : 16277	<NA> : 607564	B2RNG4 : Q9C030	B2RNG4 : TRIM6
11	445372 : 53840	TRIM6-TRIM34 : TRIM34	ENSG00000258588 : ENSG00000258659	33440 : 10063	<NA> : 605684	B2RNG4 : Q9BYJ4	B2RNG4 : TRI34
9	552891 : 2790	DNAJC25-GNG10 : GNG10	ENSG00000244115 : ENSG00000242616	37501 : 4402	<NA> : 604389	A0A024R161 : P50151	A0A024R161 : GBG10
9	552891 : 548645	DNAJC25-GNG10 : DNAJC25	ENSG00000244115 : ENSG00000059769	37501 : 34187			
22	553158 : 23779	PRR5-ARHGAP8 : ARHGAP8	ENSG00000248405 : ENSG00000241484	34512 : 677	<NA> : 609405	B1AHC3 : P85298	B1AHC3 : RHG08
22	553158 : 55615	PRR5-ARHGAP8 : PRR5	ENSG00000248405 : ENSG00000186654	34512 : 31682	<NA> : 609406	B1AHC3 : P85299	B1AHC3 : PRR5
17	653645 : 107133522	TBC1D3P1-DHX40P1 : DHX40P1	ENSG00000267104 : ENSG00000266992	42362 : 20687			
17	653645 : 400609	TBC1D3P1-DHX40P1 : TBC1D3P1	ENSG00000267104 : ENSG00000238283	42362 : 27445			
17	653645 : 51136	TBC1D3P1-DHX40P1 : RNFT1	ENSG00000267104 : ENSG00000189050	42362 : 30206	<NA> : 615172	<NA> : Q5M7Z0	<NA> : RNFT1
17	654364 : 4830	NME1-NME2 : NME1	ENSG00000011052 : ENSG00000239672	33531 : 7849	<NA> : 156490	<NA> : P15531	<NA> : NDKA
17	654364 : 4831	NME1-NME2 : NME2	ENSG00000011052 : ENSG00000243678	33531 : 7850	<NA> : 156491	<NA> : Q6FHN3	<NA> : Q6FHN3
19	692312 : 5032	PPAN-P2RY11 : P2RY11	ENSG00000243207 : ENSG00000244165	33526 : 8540	<NA> : 602697	A0A0B4J1V8 : Q96G91	A0A0B4J1V8 : P2Y11
19	692312 : 56342	PPAN-P2RY11 : PPAN	ENSG00000243207 : ENSG00000130810	33526 : 9227	<NA> : 607793	A0A0B4J1V8 : A8MV53	A0A0B4J1V8 : A8MV53
11	723961 : 3481	INS-IGF2 : IGF2	ENSG00000129965 : ENSG00000167244	33527 : 5466	<NA> : 147470	F8WCM5 : P01344	INSR2 : IGF2
11	723961 : 3630	INS-IGF2 : INS	ENSG00000129965 : ENSG00000254647	33527 : 6081	<NA> : 176730	F8WCM5 : P01308	INSR2 : INS
20	767557 : 55861	SYS1-DBNDD2 : DBNDD2	ENSG00000254806 : ENSG00000244274	33535 : 15881	<NA> : 611453	<NA> : Q9BQY9	<NA> : DBND2
20	767557 : 90196	SYS1-DBNDD2 : SYS1	ENSG00000254806 : ENSG00000204070	33535 : 16162	<NA> : 612979	<NA> : Q8N2H4	<NA> : SYS1
3	100174949 : 286827	TRIM59-IFT80 : TRIM59	ENSG00000248710 : ENSG00000213186	<NA> : 30834	<NA> : 616148	<NA> : Q8IWR1	<NA> : TRI59
3	100174949 : 57560	TRIM59-IFT80 : IFT80	ENSG00000248710 : ENSG00000068885	<NA> : 29262	<NA> : 611177	<NA> : Q9P2H3	<NA> : IFT80
2	100271835 : 440895	LIMS3-LOC440895 : LOC440895	ENSG00000284337 : ENSG00000290731				
2	100271835 : 96626	LIMS3-LOC440895 : LIMS3	ENSG00000284337 : ENSG00000256977	<NA> : 30047			
2	100302652 : 10936	GPR75-ASB3 : GPR75	ENSG00000115239 : ENSG00000119737	40043 : 4526	<NA> : 606704	<NA> : O95800	<NA> : GPR75
2	100302652 : 51130	GPR75-ASB3 : ASB3	ENSG00000115239 : ENSG00000115239	40043 : 16013	<NA> : 605760		
5	100302736 : 353376	TMED7-TICAM2 : TICAM2	ENSG00000251201 : ENSG00000243414	33945 : 21354	<NA> : 608321		
5	100302736 : 51014	TMED7-TICAM2 : TMED7	ENSG00000251201 : ENSG00000134970	33945 : 24253	<NA> : 619990		
1	100303453 : 27185	TSNAX-DISC1 : DISC1	ENSG00000270106 : ENSG00000162946	49177 : 2888	<NA> : 605210	<NA> : Q9NRI5	<NA> : DISC1
1	100303453 : 7257	TSNAX-DISC1 : TSNAX	ENSG00000270106 : ENSG00000116918	49177 : 12380	<NA> : 602964	<NA> : Q99598	<NA> : TSNAX
3	100505385 : 29970	IQCJ-SCHIP1 : SCHIP1	ENSG00000283154 : ENSG00000151967	38842 : 15678	<NA> : 619206	B3KU38 : P0DPB3	IQIP1 : SCHI1
3	100505385 : 654502	IQCJ-SCHIP1 : IQCJ	ENSG00000283154 : ENSG00000214216	38842 : 32406	<NA> : 611622	B3KU38 : Q1A5X6	IQIP1 : IQCJ
2	100526664 : 4065	LY75-CD302 : LY75	ENSG00000248672 : ENSG00000054219	38828 : 6729	<NA> : 604524	<NA> : Q59H44	<NA> : Q59H44
2	100526664 : 9936	LY75-CD302 : CD302	ENSG00000248672 : ENSG00000241399	38828 : 30843	<NA> : 612246	<NA> : Q8IX05	<NA> : CD302
3	100526693 : 10093	ARPC4-TTLL3 : ARPC4	ENSG00000250151 : ENSG00000241553	38830 : 707	<NA> : 604226	A0A0A6YYG9 : P59998	A0A0A6YYG9 : ARPC4
3	100526693 : 26140	ARPC4-TTLL3 : TTLL3	ENSG00000250151 : ENSG00000214021	38830 : 24483	<NA> : 619195	A0A0A6YYG9 : Q9Y4R7	A0A0A6YYG9 : TTLL3
9	100526694 : 8577	MSANTD3-TMEFF1 : TMEFF1	<NA> : ENSG00000241697	38838 : 11866	<NA> : 603421		
9	100526694 : 91283	MSANTD3-TMEFF1 : MSANTD3	<NA> : ENSG00000066697	38838 : 23370		<NA> : Q96H12	<NA> : MSD3
11	100526737 : 10432	RBM14-RBM4 : RBM14	ENSG00000248643 : ENSG00000239306	38840 : 14219	<NA> : 612409	A0A0A6YYI9 : A0A0S2Z4Z0	A0A0A6YYI9 : A0A0S2Z4Z0
11	100526737 : 5936	RBM14-RBM4 : RBM4	ENSG00000248643 : ENSG00000173933	38840 : 9901	<NA> : 602571	A0A0A6YYI9 : Q9BWF3	A0A0A6YYI9 : RBM4
1	100526739 : 1325	CENPS-CORT : CORT	ENSG00000251503 : ENSG00000241563	38843 : 2257	<NA> : 602784	A0A087WT10 : O00230	A0A087WT10 : CORT
1	100526739 : 378708	CENPS-CORT : CENPS	ENSG00000251503 : ENSG00000175279	38843 : 23163	<NA> : 609130		
7	100526740 : 26024	ATP5MF-PTCD1 : PTCD1	ENSG00000248919 : ENSG00000106246	38844 : 22198	<NA> : 614774	G3V325 : O75127	G3V325 : PTCD1
7	100526740 : 9551	ATP5MF-PTCD1 : ATP5MF	ENSG00000248919 : ENSG00000241468	38844 : 848	<NA> : 619792	G3V325 : P56134	G3V325 : ATPK
3	100526760 : 25864	ABHD14A-ACY1 : ABHD14A	ENSG00000114786 : ENSG00000248487	38856 : 24538	<NA> : 618771	B4DNW0 : Q9BUJ0	B4DNW0 : ABHEA
3	100526760 : 95	ABHD14A-ACY1 : ACY1	ENSG00000114786 : ENSG00000243989	38856 : 177	<NA> : 104620	B4DNW0 : Q03154	B4DNW0 : ACY1
13	100526761 : 54937	CCDC169-SOHLH2 : SOHLH2	ENSG00000250709 : ENSG00000120669	38866 : 26026	<NA> : 616066		
13	100526761 : 728591	CCDC169-SOHLH2 : CCDC169	ENSG00000250709 : ENSG00000242715	38866 : 34361		<NA> : A6NNP5	<NA> : CC169
2	100526767 : 51652	RNF103-CHMP3 : CHMP3	ENSG00000249884 : ENSG00000115561	38847 : 29865	<NA> : 610052		
2	100526767 : 7844	RNF103-CHMP3 : RNF103	ENSG00000249884 : ENSG00000239305	38847 : 12859	<NA> : 602507	<NA> : O00237	<NA> : RN103
3	100526772 : 375346	STIMATE-MUSTN1 : STIMATE	ENSG00000248592 : ENSG00000213533	38834 : 30526	<NA> : 617189	A8MSY1 : Q86TL2	A8MSY1 : STIMA
3	100526772 : 389125	STIMATE-MUSTN1 : MUSTN1	ENSG00000248592 : ENSG00000272573	38834 : 22144	<NA> : 617195	A8MSY1 : Q8IVN3	A8MSY1 : MSTN1
20	100526773 : 140870	EPPIN-WFDC6 : WFDC6	ENSG00000249139 : ENSG00000243543	38825 : 16164		<NA> : Q9BQY6	<NA> : WFDC6
20	100526773 : 57119	EPPIN-WFDC6 : EPPIN	ENSG00000249139 : ENSG00000101448	38825 : 15932	<NA> : 609031	<NA> : A0A384NYB9	<NA> : A0A384NYB9
15	100526783 : 10239	ARPIN-AP3S2 : AP3S2	ENSG00000250021 : ENSG00000157823	38824 : 571	<NA> : 602416	A0A0A6YYH1 : P59780	A0A0A6YYH1 : AP3S2
15	100526783 : 348110	ARPIN-AP3S2 : ARPIN	ENSG00000250021 : ENSG00000242498	38824 : 28782	<NA> : 615543	A0A0A6YYH1 : Q7Z6K5	A0A0A6YYH1 : ARPIN
2	100526794 : 57665	NT5C1B-RDH14 : RDH14	ENSG00000250741 : ENSG00000240857	38831 : 19979	<NA> : 616796	<NA> : Q9HBH5	<NA> : RDH14
2	100526794 : 93034	NT5C1B-RDH14 : NT5C1B	ENSG00000250741 : ENSG00000185013	38831 : 17818	<NA> : 610526	<NA> : A0A140VJC7	<NA> : A0A140VJC7
7	100526825 : 11185	INMT-MINDY4 : INMT	ENSG00000254959 : ENSG00000241644	41995 : 6069	<NA> : 604854	<NA> : O95050	<NA> : INMT
7	100526825 : 84182	INMT-MINDY4 : MINDY4	ENSG00000254959 : ENSG00000106125	41995 : 21916		<NA> : Q4G0A6	<NA> : MINY4
16	100526830 : 548593	SLX1A-SULT1A3 : SLX1A	ENSG00000213599 : ENSG00000132207	44437 : 20922	<NA> : 615822		
16	100526830 : 6818	SLX1A-SULT1A3 : SULT1A3	ENSG00000213599 : ENSG00000261052	44437 : 11455	<NA> : 600641		
16	100526831 : 445329	SLX1B-SULT1A4 : SULT1A4	ENSG00000260280 : ENSG00000213648	48353 : 30004	<NA> : 615819		
16	100526831 : 79008	SLX1B-SULT1A4 : SLX1B	ENSG00000260280 : ENSG00000181625	48353 : 28748	<NA> : 615823		
2	100526832 : 151230	PHOSPHO2-KLHL23 : KLHL23	ENSG00000213160 : ENSG00000213160	<NA> : 27506			
2	100526832 : 493911	PHOSPHO2-KLHL23 : PHOSPHO2	ENSG00000213160 : ENSG00000144362	<NA> : 28316		<NA> : Q8TCD6	<NA> : PHOP2
22	100526833 : 2812	SEPT5-GP1BB : GP1BB	ENSG00000284874 : ENSG00000203618	<NA> : 4440	<NA> : 138720	<NA> : P13224	<NA> : GP1BB
22	100526833 : 5413	SEPT5-GP1BB : SEPTIN5	ENSG00000284874 : ENSG00000184702	<NA> : 9164	<NA> : 602724	<NA> : Q99719	<NA> : SEPT5
1	100526835 : 51086	FPGT-TNNI3K : TNNI3K	ENSG00000259030 : ENSG00000116783	42952 : 19661	<NA> : 613932		
1	100526835 : 8790	FPGT-TNNI3K : FPGT	ENSG00000259030 : ENSG00000254685	42952 : 3825	<NA> : 603609	V9GXZ4 : O14772	V9GXZ4 : FPGT
6	100526836 : 63915	BLOC1S5-TXNDC5 : BLOC1S5	ENSG00000259040 : ENSG00000188428	42001 : 18561	<NA> : 607289	<NA> : Q8TDH9	<NA> : BL1S5
6	100526836 : 81567	BLOC1S5-TXNDC5 : TXNDC5	ENSG00000259040 : ENSG00000239264	42001 : 21073	<NA> : 616412	<NA> : Q8NBS9	<NA> : TXND5
6	100526837 : 63915	EEF1E1-BLOC1S5 : BLOC1S5	<NA> : ENSG00000188428	49187 : 18561	<NA> : 607289	<NA> : Q8TDH9	<NA> : BL1S5
6	100526837 : 9521	EEF1E1-BLOC1S5 : EEF1E1	<NA> : ENSG00000124802	49187 : 3212	<NA> : 609206	<NA> : O43324	<NA> : MCA3
18	100526842 : 497661	RPL17-C18orf32 : C18orf32	ENSG00000215472 : ENSG00000177576	44661 : 31690	<NA> : 619979	A0A0A6YYL6 : Q8TCD1	A0A0A6YYL6 : CR032
18	100526842 : 6139	RPL17-C18orf32 : RPL17	ENSG00000215472 : ENSG00000265681	44661 : 10307	<NA> : 603661	A0A0A6YYL6 : P18621	A0A0A6YYL6 : RL17
20	100527943 : 55969	TGIF2-RAB5IF : RAB5IF	ENSG00000259399 : ENSG00000101084	44664 : 15870	<NA> : 619960	A0A0A6YYL0 : Q9BUV8	A0A0A6YYL0 : RCAF1
20	100527943 : 60436	TGIF2-RAB5IF : TGIF2	ENSG00000259399 : ENSG00000118707	44664 : 15764	<NA> : 607294	A0A0A6YYL0 : Q9GZN2	A0A0A6YYL0 : TGIF2
7	100527949 : 170575	GIMAP1-GIMAP5 : GIMAP1	ENSG00000281887 : ENSG00000213203	51257 : 23237	<NA> : 608084	A0A087WTJ2 : Q8WWP7	A0A087WTJ2 : GIMA1
7	100527949 : 55340	GIMAP1-GIMAP5 : GIMAP5	ENSG00000281887 : ENSG00000196329	51257 : 18005	<NA> : 608086	A0A087WTJ2 : Q96F15	A0A087WTJ2 : GIMA5
1	100527950 : 26292	GJA9-MYCBP : MYCBP	<NA> : ENSG00000214114	<NA> : 7554	<NA> : 606535	<NA> : Q99417	<NA> : MYCBP
1	100527950 : 81025	GJA9-MYCBP : GJA9	<NA> : ENSG00000131233	<NA> : 19155	<NA> : 611923	<NA> : P57773	<NA> : CXA9
1	100527960 : 374977	MROH7-TTC4 : MROH7	ENSG00000271723 : ENSG00000184313	49180 : 24802		<NA> : Q68CQ1	<NA> : MROH7
1	100527960 : 7268	MROH7-TTC4 : TTC4	ENSG00000271723 : ENSG00000243725	49180 : 12394	<NA> : 606753	<NA> : O95801	<NA> : TTC4
1	100527963 : 11243	PMF1-BGLAP : PMF1	ENSG00000260238 : ENSG00000160783	42953 : 9112	<NA> : 609176		
1	100527963 : 632	PMF1-BGLAP : BGLAP	ENSG00000260238 : ENSG00000242252	42953 : 1043	<NA> : 112260	U3KQ54 : P02818	U3KQ54 : OSTCN
1	100527978 : 148534	TLCD4-RWDD3 : TLCD4	ENSG00000271092 : ENSG00000152078	49388 : 26477		S4R434 : Q96MV1	S4R434 : TLCD4
1	100527978 : 25950	TLCD4-RWDD3 : RWDD3	ENSG00000271092 : ENSG00000122481	49388 : 21393	<NA> : 615875	S4R434 : Q9Y3V2	S4R434 : RWDD3
10	100528007 : 119032	BORCS7-ASMT : BORCS7	<NA> : ENSG00000166275	49183 : 23516	<NA> : 616600	<NA> : Q96B45	<NA> : BORC7
10	100528007 : 57412	BORCS7-ASMT : AS3MT	<NA> : ENSG00000214435	49183 : 17452	<NA> : 611806	<NA> : Q9HBK9	<NA> : AS3MT
11	100528016 : 1500	TMX2-CTNND1 : CTNND1	ENSG00000288534 : ENSG00000198561	41992 : 2515	<NA> : 601045	<NA> : O60716	<NA> : CTND1
11	100528016 : 51075	TMX2-CTNND1 : TMX2	ENSG00000288534 : ENSG00000213593	41992 : 30739	<NA> : 616715	<NA> : Q9Y320	<NA> : TMX2
11	100528017 : 6289	SAA2-SAA4 : SAA2	ENSG00000255071 : ENSG00000134339	39550 : 10514	<NA> : 104751	A0A096LPE2 : P0DJI9	A0A096LPE2 : SAA2
11	100528017 : 6291	SAA2-SAA4 : SAA4	ENSG00000255071 : ENSG00000148965	39550 : 10516	<NA> : 104752	A0A096LPE2 : P35542	A0A096LPE2 : SAA4
11	100528018 : 29907	ARL2-SNX15 : SNX15	ENSG00000273003 : ENSG00000110025	49197 : 14978	<NA> : 605964	<NA> : Q9NRS6	<NA> : SNX15
11	100528018 : 402	ARL2-SNX15 : ARL2	ENSG00000273003 : ENSG00000213465	49197 : 693	<NA> : 601175	<NA> : P36404	<NA> : ARL2
11	100528019 : 3316	HSPB2-C11orf52 : HSPB2	ENSG00000254445 : ENSG00000170276	41996 : 5247	<NA> : 602179	<NA> : Q16082	<NA> : HSPB2
11	100528019 : 91894	HSPB2-C11orf52 : C11orf52	ENSG00000254445 : ENSG00000149300	41996 : 30531		<NA> : Q96A22	<NA> : CK052
15	100528021 : 10588	ST20-MTHFS : MTHFS	ENSG00000259332 : ENSG00000136371	44655 : 7437	<NA> : 604197	A0A0A6YYL1 : P49914	A0A0A6YYL1 : MTHFS
15	100528021 : 400410	ST20-MTHFS : ST20	ENSG00000259332 : ENSG00000180953	44655 : 33520			
12	100528022 : 2647	BLOC1S1-RDH5 : BLOC1S1	<NA> : ENSG00000135441	<NA> : 4200	<NA> : 601444	<NA> : P78537	<NA> : BL1S1
12	100528022 : 5959	BLOC1S1-RDH5 : RDH5	<NA> : ENSG00000135437	<NA> : 9940	<NA> : 601617	<NA> : Q92781	<NA> : RDH5
12	100528030 : 282809	POC1B-GALNT4 : POC1B	ENSG00000259075 : ENSG00000139323	42957 : 30836	<NA> : 614784	F8VUJ3 : Q8TC44	F8VUJ3 : POC1B
12	100528030 : 8693	POC1B-GALNT4 : GALNT4	ENSG00000259075 : ENSG00000257594	42957 : 4126	<NA> : 603565		
20	100528031 : 2280	FKBP1A-SDCBP2 : FKBP1A	<NA> : ENSG00000088832	41997 : 3711	<NA> : 186945	<NA> : P62942	<NA> : FKB1A
20	100528031 : 27111	FKBP1A-SDCBP2 : SDCBP2	<NA> : ENSG00000125775	41997 : 15756	<NA> : 617358	<NA> : Q9H190	<NA> : SDCB2
12	100528032 : 22914	KLRC4-KLRK1 : KLRK1	<NA> : ENSG00000213809	48357 : 18788	<NA> : 611817		
12	100528032 : 8302	KLRC4-KLRK1 : KLRC4	<NA> : ENSG00000183542	48357 : 6377	<NA> : 602893	<NA> : O43908	<NA> : NKG2F
X	100528062 : 100287765	ARMCX5-GPRASP2 : LINC00630		42000 : 44263			
X	100528062 : 114928	ARMCX5-GPRASP2 : GPRASP2	ENSG00000286237 : ENSG00000158301	42000 : 25169	<NA> : 300969	<NA> : B3KW05	<NA> : B3KW05
X	100528062 : 64860	ARMCX5-GPRASP2 : ARMCX5	ENSG00000286237 : ENSG00000125962	42000 : 25772	<NA> : 301047	<NA> : Q6P1M9	<NA> : ARMX5
X	100528062 : 80823	ARMCX5-GPRASP2 : GPRASP3	ENSG00000286237 : ENSG00000198908	42000 : 29353	<NA> : 300921	<NA> : Q6PI77	<NA> : BHLH9
X	100528062 : 9737	ARMCX5-GPRASP2 : GPRASP1	ENSG00000286237 : ENSG00000198932	42000 : 24834	<NA> : 300417	<NA> : Q5JY77	<NA> : GASP1
14	100528064 : 145553	NEDD8-MDP1 : MDP1	ENSG00000255526 : ENSG00000213920	39551 : 28781		<NA> : Q86V88	<NA> : MGDP1
14	100528064 : 4738	NEDD8-MDP1 : NEDD8	ENSG00000255526 : ENSG00000129559	39551 : 7732	<NA> : 603171	<NA> : Q15843	<NA> : NEDD8
14	100529063 : 599	BCL2L2-PABPN1 : BCL2L2	ENSG00000258643 : ENSG00000129473	42959 : 995	<NA> : 601931	<NA> : Q92843	<NA> : B2CL2
14	100529063 : 8106	BCL2L2-PABPN1 : PABPN1	ENSG00000258643 : ENSG00000100836	42959 : 8565	<NA> : 602279	<NA> : Q86U42	<NA> : PABP2
15	100529067 : 10169	SERF2-C15ORF63 : SERF2	<NA> : ENSG00000140264	<NA> : 10757	<NA> : 605054	<NA> : P84101	<NA> : SERF2
15	100529067 : 25764	SERF2-C15ORF63 : HYPK	<NA> : ENSG00000242028	<NA> : 18418	<NA> : 612784	<NA> : Q9NX55	<NA> : HYPK
X	100529097 : 3188	RPL36A-HNRNPH2 : HNRNPH2	ENSG00000257529 : ENSG00000126945	48349 : 5042	<NA> : 300610	<NA> : P55795	<NA> : HNRH2
X	100529097 : 6173	RPL36A-HNRNPH2 : RPL36A	ENSG00000257529 : ENSG00000241343	48349 : 10359	<NA> : 300902	<NA> : P83881	<NA> : RL36A
16	100529144 : 51025	CORO7-PAM16 : PAM16	ENSG00000103426 : ENSG00000217930	44424 : 29679	<NA> : 614336	A0A0A6YYL4 : Q9Y3D7	A0A0A6YYL4 : TIM16
16	100529144 : 79585	CORO7-PAM16 : CORO7	ENSG00000103426 : ENSG00000262246	44424 : 26161	<NA> : 611668	A0A0A6YYL4 : P57737	A0A0A6YYL4 : CORO7
17	100529145 : 100134934	TEN1-CDK3 : TEN1	ENSG00000261408 : ENSG00000257949	44420 : 37242	<NA> : 613130	<NA> : Q86WV5	<NA> : TEN1L
17	100529145 : 1018	TEN1-CDK3 : CDK3	ENSG00000261408 : ENSG00000250506	44420 : 1772	<NA> : 123828	<NA> : Q00526	<NA> : CDK3
17	100529207 : 117584	RAD51L3-RFFL : RFFL	<NA> : ENSG00000092871	<NA> : 24821	<NA> : 609735	<NA> : Q8WZ73	<NA> : RFFL
17	100529207 : 5892	RAD51L3-RFFL : RAD51D	<NA> : ENSG00000185379	<NA> : 9823	<NA> : 602954	<NA> : O75771	<NA> : RA51D
17	100529209 : 124944	RNASEK-C17orf49 : C17orf49	ENSG00000161939 : ENSG00000258315	44419 : 28737	<NA> : 617215	<NA> : Q8IXM2	<NA> : BAP18
17	100529209 : 440400	RNASEK-C17orf49 : RNASEK	ENSG00000161939 : ENSG00000219200	44419 : 33911	<NA> : 617098	<NA> : Q6P5S7	<NA> : RNK
17	100529211 : 254863	TMEM256-PLSCR3 : TMEM256	<NA> : ENSG00000205544	49186 : 28618	<NA> : 617779	<NA> : Q8N2U0	<NA> : TM256
17	100529211 : 57048	TMEM256-PLSCR3 : PLSCR3	<NA> : ENSG00000187838	49186 : 16495	<NA> : 607611	<NA> : Q9NRY6	<NA> : PLS3
19	100529215 : 7730	ZNF559-ZNF177 : ZNF177	ENSG00000270011 : ENSG00000188629	42964 : 12966	<NA> : 601276		
19	100529215 : 84527	ZNF559-ZNF177 : ZNF559	ENSG00000270011 : ENSG00000188321	42964 : 28197		<NA> : Q9BR84	<NA> : ZN559
