chr#	GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID
15	1932 : 1933	EEF1B2P1 : EEF1B2	<NA> : ENSG00000114942	3207 : 3208	<NA> : 600655	<NA> : P24534	<NA> : EF1B
5	1934 : 1933	EEF1B2P2 : EEF1B2	ENSG00000213864 : ENSG00000114942	3209 : 3208	<NA> : 600655	<NA> : P24534	<NA> : EF1B
20	1980 : 1977	EIF4EP1 : EIF4E	<NA> : ENSG00000151247	3292 : 3287	<NA> : 133440	<NA> : P06730	<NA> : IF4E
17	1986 : 1984	EIF5AP2 : EIF5A	ENSG00000267679 : ENSG00000132507	3303 : 3300	<NA> : 600187	<NA> : P63241	<NA> : IF5A1
19	1987 : 1984	EIF5AP3 : EIF5A	<NA> : ENSG00000132507	3304 : 3300	<NA> : 600187	<NA> : P63241	<NA> : IF5A1
14	2003 : 2002	ELK2AP : ELK1	<NA> : ENSG00000126767	3323 : 3321	<NA> : 311040	<NA> : P19419	<NA> : ELK1
1	2025 : 2023	ENO1P1 : ENO1	ENSG00000244457 : ENSG00000074800	3352 : 3350	<NA> : 172430	<NA> : P06733	<NA> : ENOA
1	2210 : 2209	FCGR1BP : FCGR1A	ENSG00000291135 : ENSG00000150337	3614 : 3613	601502 : 146760	<NA> : P12314	<NA> : FCGR1
21	2216 : 2230	FDX1P2 : FDX1	<NA> : ENSG00000137714	3641 : 3638	<NA> : 103260	<NA> : P10109	<NA> : ADX
14	2227 : 2224	FDPSP3 : FDPS	ENSG00000258872 : ENSG00000160752	3634 : 3631	<NA> : 134629	<NA> : P14324	<NA> : FPPS
15	2228 : 2224	FDPSP4 : FDPS	ENSG00000254793 : ENSG00000160752	3635 : 3631	<NA> : 134629	<NA> : P14324	<NA> : FPPS
X	2229 : 2224	FDPSP5 : FDPS	ENSG00000215035 : ENSG00000160752	3636 : 3631	<NA> : 134629	<NA> : P14324	<NA> : FPPS
20	2231 : 2230	FDX1P1 : FDX1	<NA> : ENSG00000137714	3640 : 3638	<NA> : 103260	<NA> : P10109	<NA> : ADX
3	2236 : 2235	FECHP1 : FECH	<NA> : ENSG00000066926	3648 : 3647	<NA> : 612386	<NA> : P22830	<NA> : HEMH
19	2282 : 2280	FKBP1AP1 : FKBP1A	<NA> : ENSG00000088832	3714 : 3711	<NA> : 186945	<NA> : P62942	<NA> : FKB1A
15	2283 : 2280	FKBP1AP2 : FKBP1A	<NA> : ENSG00000088832	3715 : 3711	<NA> : 186945	<NA> : P62942	<NA> : FKB1A
13	2284 : 2280	FKBP1AP3 : FKBP1A	<NA> : ENSG00000088832	3716 : 3711	<NA> : 186945	<NA> : P62942	<NA> : FKB1A
3	2285 : 2280	FKBP1AP4 : FKBP1A	<NA> : ENSG00000088832	3717 : 3711	<NA> : 186945	<NA> : P62942	<NA> : FKB1A
5	2311 : 2308	FOXO1B : FOXO1	ENSG00000214295 : ENSG00000150907	3820 : 3819	<NA> : 136533	<NA> : Q12778	<NA> : FOXO1
13	2341 : 2339	FNTAP2 : FNTA	<NA> : ENSG00000168522	3784 : 3782	<NA> : 134635	<NA> : P49354	<NA> : FNTA
1	2496 : 2495	FTH1P1 : FTH1	<NA> : ENSG00000167996	3979 : 3976	<NA> : 134770	<NA> : P02794	<NA> : FRIH
1	2497 : 2495	FTH1P2 : FTH1	ENSG00000234975 : ENSG00000167996	3989 : 3976	<NA> : 134770	<NA> : P02794	<NA> : FRIH
2	2498 : 2495	FTH1P3 : FTH1	<NA> : ENSG00000167996	3990 : 3976	<NA> : 134770	<NA> : P02794	<NA> : FRIH
3	2499 : 2495	FTH1P4 : FTH1	<NA> : ENSG00000167996	3991 : 3976	<NA> : 134770	<NA> : P02794	<NA> : FRIH
13	2500 : 2495	FTH1P7 : FTH1	<NA> : ENSG00000167996	3994 : 3976	<NA> : 134770	<NA> : P02794	<NA> : FRIH
X	2501 : 2495	FTH1P8 : FTH1	<NA> : ENSG00000167996	3995 : 3976	<NA> : 134770	<NA> : P02794	<NA> : FRIH
5	2502 : 2495	FTH1P10 : FTH1	ENSG00000223361 : ENSG00000167996	3980 : 3976	<NA> : 134770	<NA> : P02794	<NA> : FRIH
8	2503 : 2495	FTH1P11 : FTH1	<NA> : ENSG00000167996	3981 : 3976	<NA> : 134770	<NA> : P02794	<NA> : FRIH
9	2504 : 2495	FTH1P12 : FTH1	<NA> : ENSG00000167996	3982 : 3976	<NA> : 134770	<NA> : P02794	<NA> : FRIH
6	2507 : 2495	FTH1P15 : FTH1	<NA> : ENSG00000167996	3985 : 3976	<NA> : 134770	<NA> : P02794	<NA> : FRIH
11	2508 : 2495	FTH1P16 : FTH1	<NA> : ENSG00000167996	3986 : 3976	<NA> : 134770	<NA> : P02794	<NA> : FRIH
6	2509 : 2495	FTH1P5 : FTH1	<NA> : ENSG00000167996	3996 : 3976	<NA> : 134770	<NA> : P02794	<NA> : FRIH
4	2510 : 2495	FTH1P21 : FTH1	<NA> : ENSG00000167996	3997 : 3976	<NA> : 134770	<NA> : P02794	<NA> : FRIH
2	2518 : 2517	FUCA1P1 : FUCA1	<NA> : ENSG00000179163	4007 : 4006	<NA> : 612280	<NA> : P04066	<NA> : FUCO
4	2601 : 2597	GAPDHP60 : GAPDH	<NA> : ENSG00000111640	4153 : 4141	<NA> : 138400	<NA> : P04406	<NA> : G3P
X	2609 : 2597	GAPDHP67 : GAPDH	<NA> : ENSG00000111640	4145 : 4141	<NA> : 138400	<NA> : P04406	<NA> : G3P
13	2611 : 2597	GAPDHP69 : GAPDH	<NA> : ENSG00000111640	4147 : 4141	<NA> : 138400	<NA> : P04406	<NA> : G3P
5	2613 : 2597	GAPDHP71 : GAPDH	<NA> : ENSG00000111640	4149 : 4141	<NA> : 138400	<NA> : P04406	<NA> : G3P
X	2616 : 2597	GAPDHP1 : GAPDH	<NA> : ENSG00000111640	4159 : 4141	<NA> : 138400	<NA> : P04406	<NA> : G3P
1	2630 : 2629	GBAP1 : GBA1	ENSG00000291137 : ENSG00000177628	4178 : 4177	<NA> : 606463	<NA> : P04062	<NA> : GBA1
7	2667 : 2665	GDI2P1 : GDI2	<NA> : ENSG00000057608	4228 : 4227	<NA> : 600767	<NA> : P50395	<NA> : GDIB
22	2679 : 2678	GGT3P : GGT1	ENSG00000197421 : ENSG00000100031	4252 : 4250	<NA> : 612346	<NA> : P19440	<NA> : GGT1
5	2698 : 2697	GJA1P1 : GJA1	<NA> : ENSG00000152661	4275 : 4274	<NA> : 121014	<NA> : P17302	<NA> : CXA1
4	2732 : 2731	GLDCP1 : GLDC	<NA> : ENSG00000178445	4314 : 4313	<NA> : 238300	<NA> : P23378	<NA> : GCSP
10	2749 : 2746	GLUD1P3 : GLUD1	ENSG00000291043 : ENSG00000148672	4338 : 4335	<NA> : 138130	<NA> : P00367	<NA> : DHE3
18	2750 : 2746	GLUD1P4 : GLUD1	<NA> : ENSG00000148672	4339 : 4335	<NA> : 138130	<NA> : P00367	<NA> : DHE3
10	2751 : 2746	GLUD1P5 : GLUD1	<NA> : ENSG00000148672	4340 : 4335	<NA> : 138130	<NA> : P00367	<NA> : DHE3
5	2753 : 2752	GLULP1 : GLUL	ENSG00000270978 : ENSG00000135821	4342 : 4341	<NA> : 138290	<NA> : P15104	<NA> : GLNA
11	2754 : 2752	GLULP2 : GLUL	<NA> : ENSG00000135821	4343 : 4341	<NA> : 138290	<NA> : P15104	<NA> : GLNA
3	2761 : 2760	GM2AP1 : GM2A	<NA> : ENSG00000196743	4368 : 4367	<NA> : 613109	<NA> : P17900	<NA> : SAP3
12	2772 : 2771	GNAI2P1 : GNAI2	<NA> : ENSG00000114353	4386 : 4385	139180 : 139360	<NA> : P04899	<NA> : GNAI2
2	2777 : 2776	GNAQP1 : GNAQ	<NA> : ENSG00000156052	4391 : 4390	<NA> : 600998	<NA> : P50148	<NA> : GNAQ
19	2855 : 2854	GPR32P1 : GPR32	<NA> : ENSG00000142511	4488 : 4487	<NA> : 603195	<NA> : O75388	<NA> : GPR32
13	2871 : 2870	GRK6P1 : GRK6	<NA> : ENSG00000198055	4547 : 4545	<NA> : 600869	<NA> : P43250	<NA> : GRK6
21	2884 : 2876	GPX1P2 : GPX1	<NA> : ENSG00000233276	4561 : 4553	<NA> : 138320	<NA> : P07203	<NA> : GPX1
16	2910 : 2908	NR3C1P1 : NR3C1	ENSG00000276393 : ENSG00000113580	4592 : 7978	<NA> : 138040	<NA> : P04150	<NA> : GCR
6	2942 : 2940	GSTA6P : GSTA3	ENSG00000223622 : ENSG00000174156	4630 : 4628	<NA> : 605449	<NA> : Q16772	<NA> : GSTA3
12	2951 : 2950	GSTP1P1 : GSTP1	<NA> : ENSG00000084207	4640 : 4638	<NA> : 134660	<NA> : P09211	<NA> : GSTP1
4	2964 : 2963	GTF2F2P1 : GTF2F2	<NA> : ENSG00000188342	4654 : 4653	<NA> : 189969	<NA> : P13984	<NA> : T2FB
7	2970 : 2969	GTF2IP1 : GTF2I	ENSG00000290871 : ENSG00000263001	4660 : 4659	<NA> : 601679	<NA> : P78347	<NA> : GTF2I
