chr#	GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID
12	1431 : 10330	CS : CNPY2	ENSG00000062485 : ENSG00000257727	2422 : 13529	118950 : 605861	O75390 : Q9Y2B0	CISY : CNPY2
17	1442 : 1443	CSH1 : CSH2	ENSG00000136488 : ENSG00000213218	2440 : 2441	150200 : 118820	P0DML2 : A0A0M6L0F6	CSH1 : A0A0M6L0F6
17	1443 : 1442	CSH2 : CSH1	ENSG00000213218 : ENSG00000136488	2441 : 2440	118820 : 150200	A0A0M6L0F6 : P0DML2	A0A0M6L0F6 : CSH1
17	1443 : 2689	CSH2 : GH2	ENSG00000213218 : ENSG00000136487	2441 : 4262	118820 : 139240	A0A0M6L0F6 : P01242	A0A0M6L0F6 : SOM2
6	1460 : 58496	CSNK2B : LY6G5B	ENSG00000204435 : ENSG00000240053	2460 : 13931	115441 : 610433	P67870 : Q8NDX9	CSK2B : LY65B
1	1486 : 2787	CTBS : GNG5	ENSG00000117151 : ENSG00000174021	2496 : 4408	600873 : 600874	Q01459 : P63218	DIAC : GBG5
16	1504 : 100506281	CTRB1 : LOC100506281	ENSG00000168925 : ENSG00000290455				
16	1506 : 5699	CTRL : PSMB10	ENSG00000141086 : ENSG00000205220	2524 : 9538	118888 : 176847	P40313 : P40306	CTRL : PSB10
11	1509 : 402778	CTSD : IFITM10	ENSG00000117984 : ENSG00000244242	2529 : 40022	116840 : 618293	P07339 : A6NMD0	CATD : IFM10
10	1557 : 1562	CYP2C19 : CYP2C18	ENSG00000165841 : ENSG00000108242	2621 : 2620	124020 : 601131	P33261 : P33260	CP2CJ : CP2CI
10	1562 : 1557	CYP2C18 : CYP2C19	ENSG00000108242 : ENSG00000165841	2620 : 2621	601131 : 124020	P33260 : P33261	CP2CI : CP2CJ
10	1571 : 93426	CYP2E1 : SYCE1	ENSG00000130649 : ENSG00000171772	2631 : 28852	124040 : 611486	P05181 : Q8N0S2	CP2E1 : SYCE1
7	1595 : 401387	CYP51A1 : LRRD1	ENSG00000001630 : ENSG00000240720	2649 : 34300		Q16850 : A4D1F6	CP51A : LRRD1
1	1600 : 115209	DAB1 : OMA1	ENSG00000173406 : ENSG00000162600	2661 : 29661	603448 : 617081	O75553 : Q96E52	DAB1 : OMA1
5	1601 : 735	DAB2 : C9	ENSG00000153071 : ENSG00000113600	2662 : 1358	601236 : 120940	P98082 : P02748	DAB2 : CO9
3	1608 : 2119	DGKG : ETV5	ENSG00000058866 : ENSG00000244405	2853 : 3494	601854 : 601600	P49619 : P41161	DGKG : ETV5
2	1639 : 57835	DCTN1 : SLC4A5	ENSG00000204843 : ENSG00000188687	2711 : 18168	601143 : 606757	Q14203 : Q9BY07	DCTN1 : S4A5
1	1660 : 80896	DHX9 : NPL	ENSG00000135829 : ENSG00000135838	2750 : 16781	603115 : 611412	Q08211 : Q9BXD5	DHX9 : NPL
X	1730 : 29935	DIAPH2 : RPA4	ENSG00000147202 : ENSG00000204086	2877 : 30305	300108 : 300767	O60879 : Q13156	DIAP2 : RFA4
19	1760 : 1762	DMPK : DMWD	ENSG00000104936 : ENSG00000185800	2933 : 2936	605377 : 609857	Q09013 : Q09019	DMPK : DMWD
19	1762 : 1760	DMWD : DMPK	ENSG00000185800 : ENSG00000104936	2936 : 2933	609857 : 605377	Q09019 : Q09013	DMWD : DMPK
19	1786 : 9294	DNMT1 : S1PR2	ENSG00000130816 : ENSG00000267534	2976 : 3169	126375 : 605111	P26358 : O95136	DNMT1 : S1PR2
12	1822 : 113246	ATN1 : C12orf57	ENSG00000111676 : ENSG00000111678	3033 : 29521	607462 : 615140	P54259 : Q99622	ATN1 : C10
11	1937 : 64852	EEF1G : TUT1	ENSG00000254772 : ENSG00000149016	3213 : 26184	130593 : 610641	P26641 : Q9H6E5	EF1G : STPAP
3	1951 : 65010	CELSR3 : SLC26A6	ENSG00000008300 : ENSG00000225697	3230 : 14472	604264 : 610068	Q9NYQ7 : Q9BXS9	CELR3 : S26A6
17	1973 : 968	EIF4A1 : CD68	ENSG00000161960 : ENSG00000129226	3282 : 1693	602641 : 153634	P60842 : P34810	IF4A1 : CD68
11	1982 : 58486	EIF4G2 : ZBED5	ENSG00000110321 : ENSG00000236287	3297 : 30803	602325 : 615251	P78344 : Q49AG3	IF4G2 : ZBED5
14	2003 : 3505	ELK2AP : IGHGP		3323 : 5529			
1	2005 : 85414	ELK4 : SLC45A3	ENSG00000158711 : ENSG00000158715	3326 : 8642	600246 : 605097	P28324 : Q96JT2	ELK4 : S45A3
1	2052 : 6726	EPHX1 : SRP9	ENSG00000143819 : ENSG00000143742	3401 : 11304	132810 : 600707	P07099 : P49458	HYEP : SRP09
19	2057 : 57139	EPOR : RGL3	ENSG00000187266 : ENSG00000205517	3416 : 30282	133171 : 616743	P19235 : Q3MIN7	EPOR : RGL3
3	2119 : 1608	ETV5 : DGKG	ENSG00000244405 : ENSG00000058866	3494 : 2853	601600 : 601854	P41161 : P49619	ETV5 : DGKG
1	2166 : 387338	FAAH : NSUN4	ENSG00000117480 : ENSG00000117481	3553 : 31802	602935 : 615394	O00519 : Q96CB9	FAAH1 : NSUN4
9	2189 : 7415	FANCG : VCP	ENSG00000221829 : ENSG00000165280	3588 : 12666	602956 : 601023	O15287 : P55072	FANCG : TERA
17	2256 : 374768	FGF11 : SPEM1	ENSG00000161958 : ENSG00000181323	3667 : 32429	601514 : 615116	Q92914 : Q8N4L4	FGF11 : SPEM1
8	2339 : 84376	FNTA : HOOK3	ENSG00000168522 : ENSG00000168172	3782 : 23576	134635 : 607825	P49354 : Q86VS8	FNTA : HOOK3
19	2523 : 284359	FUT1 : IZUMO1	ENSG00000174951 : ENSG00000182264	4012 : 28539	211100 : 609278	P19526 : Q8IYV9	FUT1 : IZUM1
19	2527 : 126328	FUT5 : NDUFA11	ENSG00000130383 : ENSG00000174886	4016 : 20371	136835 : 612638	Q11128 : Q86Y39	FUT5 : NDUAB
9	2529 : 56654	FUT7 : NPDC1	ENSG00000180549 : ENSG00000107281	4018 : 7899	602030 : 605798	Q11130 : Q9NQX5	FUT7 : NPDC1
1	2582 : 3155	GALE : HMGCL	ENSG00000117308 : ENSG00000117305	4116 : 5005	606953 : 613898	Q14376 : P35914	GALE : HMGCL
9	2592 : 3590	GALT : IL11RA	ENSG00000213930 : ENSG00000137070	4135 : 5967	606999 : 600939	P07902 : Q14626	GALT : I11RA
15	2595 : 825	GANC : CAPN3	ENSG00000214013 : ENSG00000092529	4139 : 1480	104180 : 114240	Q8TET4 : P20807	GANC : CAN3
7	2631 : 51373	NIPSNAP2 : MRPS17	ENSG00000146729 : ENSG00000239789	4179 : 14047	603004 : 611980	O75323 : Q9Y2R5	NIPS2 : RT17
1	2634 : 388646	GBP2 : GBP7	ENSG00000162645 : ENSG00000213512	4183 : 29606	600412 : 612468	P32456 : Q8N8V2	GBP2 : GBP7
22	2678 : 6634	GGT1 : SNRPD3	ENSG00000100031 : ENSG00000100028	4250 : 11160	612346 : 601062	P19440 : P62318	GGT1 : SMD3
17	2689 : 1443	GH2 : CSH2	ENSG00000136487 : ENSG00000213218	4262 : 2441	139240 : 118820	P01242 : A0A0M6L0F6	SOM2 : A0A0M6L0F6
8	2738 : 286128	GLI4 : ZFP41	ENSG00000250571 : ENSG00000181638	4320 : 26786		P10075 : Q8N8Y5	GLI4 : ZFP41
8	2738 : 79943	GLI4 : ZNF696	ENSG00000250571 : ENSG00000185730	4320 : 25872		P10075 : Q9H7X3	GLI4 : ZN696
5	2760 : 105378230	GM2A : LOC105378230					
1	2787 : 1486	GNG5 : CTBS	ENSG00000174021 : ENSG00000117151	4408 : 2496	600874 : 600873	P63218 : Q01459	GBG5 : DIAC
2	2859 : 11132	GPR35 : CAPN10	ENSG00000178623 : ENSG00000142330	4492 : 1477	602646 : 605286	Q9HC97 : Q9HC96	GPR35 : CAN10
17	2874 : 84461	GPS2 : NEURL4	ENSG00000132522 : ENSG00000215041	4550 : 34410	601935 : 615865	Q13227 : Q96JN8	GPS2 : NEUL4
6	2968 : 57176	GTF2H4 : VARS2	ENSG00000213780 : ENSG00000137411	4658 : 21642	601760 : 612802	Q92759 : Q5ST30	TF2H4 : SYVM
6	3013 : 8351	H2AC7 : H3C4	ENSG00000196866 : ENSG00000197409	4729 : 4767	602792 : 602811		
15	3073 : 60677	HEXA : CELF6	ENSG00000213614 : ENSG00000140488	4878 : 14059	606869 : 612681	P06865 : Q96J87	HEXA : CELF6
14	3091 : 6617	HIF1A : SNAPC1	ENSG00000100644 : ENSG00000023608	4910 : 11134	603348 : 600591	Q16665 : Q16533	HIF1A : SNPC1
6	3108 : 3109	HLA-DMA : HLA-DMB	ENSG00000204257 : ENSG00000242574	4934 : 4935	142855 : 142856	Q31604 : P28068	Q31604 : DMB
6	3109 : 3108	HLA-DMB : HLA-DMA	ENSG00000242574 : ENSG00000204257	4935 : 4934	142856 : 142855	P28068 : Q31604	DMB : Q31604
6	3112 : 6891	HLA-DOB : TAP2	ENSG00000241106 : ENSG00000204267	4937 : 44	600629 : 170261	P13765 : Q03519	DOB : TAP2
1	3155 : 2582	HMGCL : GALE	ENSG00000117305 : ENSG00000117308	5005 : 4116	613898 : 606953	P35914 : Q14376	HMGCL : GALE
4	3184 : 9987	HNRNPD : HNRNPDL	ENSG00000138668 : ENSG00000152795	5036 : 5037	601324 : 607137	Q14103 : O14979	HNRPD : HNRDL
12	3222 : 3226	HOXC5 : HOXC10	ENSG00000172789 : ENSG00000180818	5127 : 5122	142973 : 605560	Q00444 : Q9NYD6	HXC5 : HXC10
12	3226 : 3222	HOXC10 : HOXC5	ENSG00000180818 : ENSG00000172789	5122 : 5127	605560 : 142973	Q9NYD6 : Q00444	HXC10 : HXC5
5	3295 : 340069	HSD17B4 : FAM170A	ENSG00000133835 : ENSG00000164334	5213 : 27963	601860 : 618401	P51659 : A1A519	DHB4 : F170A
4	3347 : 6779	HTN3 : STATH	ENSG00000205649 : ENSG00000126549	5284 : 11369	142702 : 184470	P15516 : P02808	HIS3 : STAT
5	3360 : 79628	HTR4 : SH3TC2	ENSG00000164270 : ENSG00000169247	5299 : 29427	602164 : 608206	Q13639 : Q8TF17	5HT4R : S3TC2
X	3421 : 57595	IDH3G : PDZD4	ENSG00000067829 : ENSG00000067840	5386 : 21167	300089 : 300634	P51553 : Q76G19	IDH3G : PDZD4
X	3423 : 100131434	IDS : EOLA1-DT	ENSG00000010404 : ENSG00000241769	5389 : 44265			
21	3455 : 3588	IFNAR2 : IL10RB	ENSG00000159110 : ENSG00000243646	5433 : 5965	602376 : 123889	P48551 : Q08334	INAR2 : I10R2
14	3505 : 2003	IGHGP : ELK2AP		5529 : 3323			
21	3588 : 3455	IL10RB : IFNAR2	ENSG00000243646 : ENSG00000159110	5965 : 5433	123889 : 602376	Q08334 : P48551	I10R2 : INAR2
9	3590 : 2592	IL11RA : GALT	ENSG00000137070 : ENSG00000213930	5967 : 4135	600939 : 606999	Q14626 : P07902	I11RA : GALT
8	3612 : 79752	IMPA1 : ZFAND1	ENSG00000133731 : ENSG00000104231	6050 : 25858		P29218 : Q8TCF1	IMPA1 : ZFAN1
13	3621 : 55739	ING1 : NAXD	ENSG00000153487 : ENSG00000213995	6062 : 25576	601566 : 615910	Q9UK53 : Q8IW45	ING1 : NNRD
6	3647 : 100270918	EIF3EP1 : RPSAP41		6102 : 36663			
6	3647 : 122539212	EIF3EP1 : LOC122539212	ENSG00000234882 : ENSG00000229852				
1	3664 : 148304	IRF6 : C1orf74	ENSG00000117595 : ENSG00000162757	6121 : 26319		O14896 : Q96LT6	IRF6 : CA074
2	3676 : 101927156	ITGA4 : LINC01934		6140 : 52757			
17	3690 : 124989	ITGB3 : EFCAB13	ENSG00000259207 : ENSG00000178852	6156 : 26864		P05106 : Q8IY85	ITB3 : EFC13
20	3692 : 101410538	EIF6 : MMP24OS	ENSG00000242372 : ENSG00000126005	6159 : 44421			
2	3694 : 100505984	ITGB6 : LINC02478	ENSG00000115221 : ENSG00000285373	6161 : 53446			
3	3700 : 389125	ITIH4 : MUSTN1	ENSG00000055955 : ENSG00000272573	6169 : 22144	600564 : 617195	Q14624 : Q8IVN3	ITIH4 : MSTN1
19	3770 : 83743	KCNJ14 : GRWD1	ENSG00000182324 : ENSG00000105447	6260 : 21270	603953 : 610597	Q9UNX9 : Q9BQ67	KCJ14 : GRWD1
12	3822 : 3823	KLRC2 : KLRC3	ENSG00000205809 : ENSG00000205810	6375 : 6376	602891 : 602892	P26717 : Q07444	NKG2C : NKG2E
12	3823 : 3822	KLRC3 : KLRC2	ENSG00000205810 : ENSG00000205809	6376 : 6375	602892 : 602891	Q07444 : P26717	NKG2E : NKG2C
14	3831 : 84334	KLC1 : COA8	ENSG00000126214 : ENSG00000256053	6387 : 20492	600025 : 616003	Q07866 : Q96IL0	KLC1 : COA8
12	3851 : 338785	KRT4 : KRT79	ENSG00000170477 : ENSG00000185640	6441 : 28930	123940 : 611160	P19013 : Q5XKE5	K2C4 : K2C79
X	3897 : 393	L1CAM : ARHGAP4	ENSG00000198910 : ENSG00000089820	6470 : 674	308840 : 300023	P32004 : P98171	L1CAM : RHG04
3	3921 : 4336	RPSA : MOBP	ENSG00000168028 : ENSG00000168314	6502 : 7189	150370 : 600948	P08865 : Q13875	RSSA : MOBP
8	4017 : 9583	LOXL2 : ENTPD4	ENSG00000134013 : ENSG00000197217	6666 : 14573	606663 : 607577	Q9Y4K0 : Q9Y227	LOXL2 : ENTP4
2	4084 : 11017	MXD1 : SNRNP27	ENSG00000059728 : ENSG00000124380	6761 : 30240	600021 : 619629	Q05195 : Q8WVK2	MAD1 : SNR27
18	4089 : 55520	SMAD4 : ELAC1	ENSG00000141646 : ENSG00000141642	6770 : 14197	600993 : 608079	Q13485 : Q9H777	SMAD4 : RNZ1
19	4099 : 933	MAG : CD22	ENSG00000105695 : ENSG00000012124	6783 : 1643	159460 : 107266	P20916 : P20273	MAG : CD22
1	4116 : 54987	MAGOH : CZIB	ENSG00000162385 : ENSG00000162384	6815 : 26059		P61326 : Q9NWV4	MGN : CZIB
16	4157 : 10381	MC1R : TUBB3	ENSG00000258839 : ENSG00000258947	6929 : 20772	155555 : 602661	Q01726 : Q13509	MSHR : TBB3
5	4238 : 55568	MFAP3 : GALNT10	ENSG00000037749 : ENSG00000164574	7034 : 19873	600491 : 608043	P55082 : Q86SR1	MFAP3 : GLT10
22	4242 : 29775	MFNG : CARD10	ENSG00000100060 : ENSG00000100065	7038 : 16422	602577 : 607209	O00587 : Q9BWT7	MFNG : CAR10
	4267 : 401577						
22	4282 : 66035	MIF : SLC2A11	ENSG00000240972 : ENSG00000133460	7097 : 14239	153620 : 610367	P14174 : Q9BYW1	MIF : GTR11
3	4336 : 3921	MOBP : RPSA	ENSG00000168314 : ENSG00000168028	7189 : 6502	600948 : 150370	Q13875 : P08865	MOBP : RSSA
10	4477 : 8031	MSMB : NCOA4	ENSG00000263639 : ENSG00000266412	7372 : 7671	157145 : 601984	P08118 : Q13772	MSMB : NCOA4
9	4507 : 100048912	MTAP : CDKN2B-AS1	ENSG00000099810 : ENSG00000240498	7413 : 34341	156540 : 613149		
1	4582 : 200185	MUC1 : KRTCAP2	ENSG00000185499 : ENSG00000163463	7508 : 28942	158340 : 619029	P15941 : Q8N6L1	MUC1 : KTAP2
12	4637 : 140465	MYL6 : MYL6B	ENSG00000092841 : ENSG00000196465	7587 : 29823	609931 : 609930	P60660 : P14649	MYL6 : MYL6B
18	4645 : 10449	MYO5B : ACAA2	ENSG00000167306 : ENSG00000167315	7603 : 83	606540 : 604770	Q9ULV0 : P42765	MYO5B : THIM
20	4661 : 55251	MYT1 : PCMTD2	ENSG00000196132 : ENSG00000203880	7622 : 15882	600379 : 620077	Q01538 : Q9NV79	MYT1 : PCMD2
12	4666 : 5557	NACA : PRIM1	ENSG00000196531 : ENSG00000198056	7629 : 9369	601234 : 176635	Q13765 : P49642	NACA : PRI1
12	4704 : 26290	NDUFA9 : GALNT8	ENSG00000139180 : ENSG00000130035	7693 : 4130	603834 : 606250	Q16795 : Q9NY28	NDUA9 : GALT8
12	4704 : 8798	NDUFA9 : DYRK4	ENSG00000139180 : ENSG00000010219	7693 : 3095	603834 : 609181	Q16795 : Q9NR20	NDUA9 : DYRK4
10	4714 : 25956	NDUFB8 : SEC31B	ENSG00000166136 : ENSG00000075826	7703 : 23197	602140 : 610258	O95169 : Q9NQW1	NDUB8 : SC31B
4	4717 : 84709	NDUFC1 : MGARP	ENSG00000109390 : ENSG00000137463	7705 : 29969	603844 : 619684	O43677 : Q8TDB4	NDUC1 : HUMMR
11	4722 : 114971	NDUFS3 : PTPMT1	ENSG00000213619 : ENSG00000110536	7710 : 26965	603846 : 609538	O75489 : Q8WUK0	NDUS3 : PTPM1
6	4758 : 80736	NEU1 : SLC44A4	ENSG00000204386 : ENSG00000204385	7758 : 13941	608272 : 606107	Q99519 : Q53GD3	NEUR1 : CTL4
2	4760 : 375298	NEUROD1 : CERKL	ENSG00000162992 : ENSG00000188452	7762 : 21699	601724 : 608381	Q13562 : Q49MI3	NDF1 : CERKL
16	4775 : 54920	NFATC3 : DUS2	ENSG00000072736 : ENSG00000167264	7777 : 26014	602698 : 609707	Q12968 : Q9NX74	NFAC3 : DUS2L
2	4780 : 100130691	NFE2L2 : LOC100130691	ENSG00000116044 : ENSG00000213963				
16	4833 : 26063	NME4 : DECR2	ENSG00000103202 : ENSG00000242612	7852 : 2754	601818 : 615839	O00746 : Q9NUI1	NDKM : DECR2
6	4835 : 401232	NQO2 : LINC01011		7856 : 33812			
X	4943 : 10682	TBC1D25 : EBP	ENSG00000068354 : ENSG00000147155	8092 : 3133	311240 : 300205	Q3MII6 : Q15125	TBC25 : EBP
3	5010 : 101928583	CLDN11 : SLC7A14-AS1	ENSG00000013297 : ENSG00000285051	8514 : 54092			
1	5016 : 79084	OVGP1 : WDR77	ENSG00000085465 : ENSG00000116455	8524 : 29652	603578 : 611734	Q12889 : Q9BQA1	OVGP1 : MEP50
10	5033 : 11319	P4HA1 : ECD	ENSG00000122884 : ENSG00000122882	8546 : 17029	176710 : 616464	P13674 : O95905	P4HA1 : ECD
12	5094 : 54458	PCBP2 : PRR13	ENSG00000197111 : ENSG00000205352	8648 : 24528	601210 : 610459	Q15366 : Q9NZ81	PCBP2 : PRR13
14	5104 : 5267	SERPINA5 : SERPINA4	ENSG00000188488 : ENSG00000100665	8723 : 8948	601841 : 147935	P05154 : P29622	IPSP : KAIN
3	5130 : 255758	PCYT1A : DYNLT2B	ENSG00000161217 : ENSG00000213123	8754 : 28482	123695 : 617353	P49585 : Q8WW35	PCY1A : DYT2B
2	5194 : 339804	PEX13 : C2orf74	ENSG00000162928 : ENSG00000237651	8855 : 34439		Q92968 : A8MZ97	PEX13 : CB074
