GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
1795	DOCK3	ENSG00000088538	2989	603123	Q8IZD9	DOCK3	protein-coding
1814	DRD3	ENSG00000151577	3024	126451	P35462	DRD3	protein-coding
1849	DUSP7	ENSG00000164086	3073	602749	Q16829	DUS7	protein-coding
1857	DVL3	ENSG00000161202	3087	601368	Q92997	DVL3	protein-coding
1858	DWS						unknown
1894	ECT2	ENSG00000114346	3155	600586	Q9H8V3	ECT2	protein-coding
1951	CELSR3	ENSG00000008300	3230	604264	Q9NYQ7	CELR3	protein-coding
1962	EHHADH	ENSG00000113790	3247	607037	Q08426	ECHP	protein-coding
1974	EIF4A2	ENSG00000156976	3284	601102	Q14240	IF4A2	protein-coding
1981	EIF4G1	ENSG00000114867	3296	600495	Q04637	IF4G1	protein-coding
2042	EPHA3	ENSG00000044524	3387	179611	P29320	EPHA3	protein-coding
2047	EPHB1	ENSG00000154928	3392	600600	P54762	EPHB1	protein-coding
2049	EPHB3	ENSG00000182580	3394	601839	P54753	EPHB3	protein-coding
2076	ERCM1						unknown
2119	ETV5	ENSG00000244405	3494	601600	P41161	ETV5	protein-coding
2122	MECOM	ENSG00000085276	3498	165215	Q03112	MECOM	protein-coding
2177	FANCD2	ENSG00000144554	3585	613984	Q9BXW9	FACD2	protein-coding
2199	FBLN2	ENSG00000163520	3601	135821	P98095	FBLN2	protein-coding
2236	FECHP1		3648				pseudo
2257	FGF12	ENSG00000114279	3668	601513	P61328	FGF12	protein-coding
2272	FHIT	ENSG00000189283	3701	601153	P49789	FHIT	protein-coding
2279	FIM3						other
2285	FKBP1AP4		3717				pseudo
2317	FLNB	ENSG00000136068	3755	603381	O75369	FLNB	protein-coding
2384	FRA3A		3896				other
2386	FRA3C		3898				other
2387	FRA3D		3899				other
2499	FTH1P4		3991				pseudo
2596	GAP43	ENSG00000172020	4140	162060	P17677	NEUM	protein-coding
2624	GATA2	ENSG00000179348	4171	137295	P23769	GATA2	protein-coding
2632	GBE1	ENSG00000114480	4180	607839	Q04446	GLGB	protein-coding
2693	GHSR	ENSG00000121853	4267	601898	Q92847	GHSR	protein-coding
2720	GLB1	ENSG00000170266	4298	611458	P16278	BGAL	protein-coding
2723	GLC1C						unknown
2761	GM2AP1		4368				pseudo
2771	GNAI2	ENSG00000114353	4385	139360	P04899	GNAI2	protein-coding
2779	GNAT1	ENSG00000114349	4393	139330	P11488	GNAT1	protein-coding
2803	GOLGA4	ENSG00000144674	4427	602509	Q13439	GOGA4	protein-coding
2804	GOLGB1	ENSG00000173230	4429	602500	Q14789	GOGB1	protein-coding
2814	GP5	ENSG00000178732	4443	173511	P40197	GPV	protein-coding
2815	GP9	ENSG00000169704	4444	173515	P14770	GPIX	protein-coding
2829	XCR1	ENSG00000173578	1625	600552	P46094	XCR1	protein-coding
2838	GPR15	ENSG00000154165	4469	601166	P49685	GPR15	protein-coding
2850	GPR27	ENSG00000170837	4482	605187	Q9NS67	GPR27	protein-coding
2876	GPX1	ENSG00000233276	4553	138320	P07203	GPX1	protein-coding
2912	GRM2	ENSG00000164082	4594	604099	Q14416	GRM2	protein-coding
2917	GRM7	ENSG00000196277	4599	604101	Q14831	GRM7	protein-coding
2932	GSK3B	ENSG00000082701	4617	605004	P49841	GSK3B	protein-coding
2960	GTF2E1	ENSG00000153767	4650	189962	P29083	T2EA	protein-coding
2992	GYG1	ENSG00000163754	4699	603942	P46976	GLYG	protein-coding
3059	HCLS1	ENSG00000180353	4844	601306	P14317	HCLS1	protein-coding
3081	HGD	ENSG00000113924	4892	607474	Q93099	HGD	protein-coding
3269	HRH1	ENSG00000196639	5182	600167	P35367	HRH1	protein-coding
3273	HRG	ENSG00000113905	5181	142640	P04196	HRG	protein-coding
3280	HES1	ENSG00000114315	5192	139605	Q14469	HES1	protein-coding
3355	HTR1F	ENSG00000179097	5292	182134	P30939	5HT1F	protein-coding
3373	HYAL1	ENSG00000114378	5320	607071	Q12794	HYAL1	protein-coding
3556	IL1RAP	ENSG00000196083	5995	602626	Q9NPH3	IL1AP	protein-coding
3568	IL5RA	ENSG00000091181	6017	147851	Q01344	IL5RA	protein-coding
3592	IL12A	ENSG00000168811	5969	161560	P29459	IL12A	protein-coding
3615	IMPDH2	ENSG00000178035	6053	146691	P12268	IMDH2	protein-coding
3656	IRAK2	ENSG00000134070	6113	603304	O43187	IRAK2	protein-coding
3680	ITGA9	ENSG00000144668	6145	603963	Q13797	ITA9	protein-coding
3693	ITGB5	ENSG00000082781	6160	147561	P18084	ITB5	protein-coding
3697	ITIH1	ENSG00000055957	6166	147270	P19827	ITIH1	protein-coding
3699	ITIH3	ENSG00000162267	6168	146650	Q06033	ITIH3	protein-coding
3700	ITIH4	ENSG00000055955	6169	600564	Q14624	ITIH4	protein-coding
3708	ITPR1	ENSG00000150995	6180	147265	Q14643	ITPR1	protein-coding
3827	KNG1	ENSG00000113889	6383	612358	P01042	KNG1	protein-coding
3836	KPNA1	ENSG00000114030	6394	600686	P52294	IMA5	protein-coding
3840	KPNA4	ENSG00000186432	6397	602970	O00629	IMA3	protein-coding
3913	LAMB2	ENSG00000172037	6487	150325	P55268	LAMB2	protein-coding
3921	RPSA	ENSG00000168028	6502	150370	P08865	RSSA	protein-coding
4026	LPP	ENSG00000145012	6679	600700	Q93052	LPP	protein-coding
4045	LSAMP	ENSG00000185565	6705	603241	Q13449	LSAMP	protein-coding
4057	LTF	ENSG00000012223	6720	150210	P02788	TRFL	protein-coding
4071	TM4SF1	ENSG00000169908	11853	191155	P30408	T4S1	protein-coding
4134	MAP4	ENSG00000047849	6862	157132	P27816	MAP4	protein-coding
4154	MBNL1	ENSG00000152601	6923	606516	Q9NR56	MBNL1	protein-coding
4171	MCM2	ENSG00000073111	6944	116945	P49736	MCM2	protein-coding
4241	MELTF	ENSG00000163975	7037	155750	P08582	TRFM	protein-coding
4265	MHS4						unknown
4286	MITF	ENSG00000187098	7105	156845	O75030	MITF	protein-coding
4291	MLF1	ENSG00000178053	7125	601402	P58340	MLF1	protein-coding
4292	MLH1	ENSG00000076242	7127	120436	P40692	MLH1	protein-coding
4311	MME	ENSG00000196549	7154	120520	P08473	NEP	protein-coding
4336	MOBP	ENSG00000168314	7189	600948	Q13875	MOBP	protein-coding
4345	CD200	ENSG00000091972	7203	155970	P41217	OX2G	protein-coding
4362	MRE11P1		7231				pseudo
4485	MST1	ENSG00000173531	7380	142408	P26927	HGFL	protein-coding
4486	MST1R	ENSG00000164078	7381	600168	Q04912	RON	protein-coding
4585	MUC4	ENSG00000145113	7514	158372	Q99102	MUC4	protein-coding
4615	MYD88	ENSG00000172936	7562	602170	Q99836	MYD88	protein-coding
4634	MYL3	ENSG00000160808	7584	160790	P08590	MYL3	protein-coding
4638	MYLK	ENSG00000065534	7590	600922	Q15746	MYLK	protein-coding
4690	NCK1	ENSG00000158092	7664	600508	P16333	NCK1	protein-coding
4710	NDUFB4	ENSG00000065518	7699	603840	O95168	NDUB4	protein-coding
4711	NDUFB5	ENSG00000136521	7700	603841	O43674	NDUB5	protein-coding
4820	NKTR	ENSG00000114857	7833	161565	P30414	NKTR	protein-coding
4968	OGG1	ENSG00000114026	8125	601982	O15527	OGG1	protein-coding
4976	OPA1	ENSG00000198836	8140	605290	O60313	OPA1	protein-coding
5010	CLDN11	ENSG00000013297	8514	601326	O75508	CLD11	protein-coding
5021	OXTR	ENSG00000180914	8529	167055	P30559	OXYR	protein-coding
5028	P2RY1	ENSG00000169860	8539	601167	P47900	P2RY1	protein-coding
5062	PAK2	ENSG00000180370	8591	605022	Q13177	PAK2	protein-coding
5067	CNTN3	ENSG00000113805	2173	601325	Q9P232	CNTN3	protein-coding
5088	PBX2P1		8635				pseudo
5096	PCCB	ENSG00000114054	8654	232050	P05166	PCCB	protein-coding
5130	PCYT1A	ENSG00000161217	8754	123695	P49585	PCY1A	protein-coding
5162	PDHB	ENSG00000168291	8808	179060	P11177	ODPB	protein-coding
5210	PFKFB4	ENSG00000114268	8875	605320	Q16877	F264	protein-coding
5217	PFN2	ENSG00000070087	8882	176590	P35080	PROF2	protein-coding
5274	SERPINI1	ENSG00000163536	8943	602445	Q99574	NEUS	protein-coding
5276	SERPINI2	ENSG00000114204	8945	605587	O75830	SPI2	protein-coding
5290	PIK3CA	ENSG00000121879	8975	171834	P42336	PK3CA	protein-coding
5291	PIK3CB	ENSG00000051382	8976	602925	P42338	PK3CB	protein-coding
5333	PLCD1	ENSG00000187091	9060	602142	P51178	PLCD1	protein-coding
5337	PLD1	ENSG00000075651	9067	602382	Q13393	PLD1	protein-coding
5352	PLOD2	ENSG00000152952	9082	601865	O00469	PLOD2	protein-coding
5357	PLS1	ENSG00000120756	9090	602734	Q14651	PLSI	protein-coding
5359	PLSCR1	ENSG00000188313	9092	604170	O15162	PLS1	protein-coding
5361	PLXNA1	ENSG00000114554	9099	601055	Q9UIW2	PLXA1	protein-coding
5364	PLXNB1	ENSG00000164050	9103	601053	O43157	PLXB1	protein-coding
5437	POLR2H	ENSG00000163882	9195	606023	P52434	RPAB3	protein-coding
5449	POU1F1	ENSG00000064835	9210	173110	P28069	PIT1	protein-coding
5468	PPARG	ENSG00000132170	9236	601487	P37231	PPARG	protein-coding
5487	PPIAP15		9268				pseudo
5488	PPIAP16		9269				pseudo
5504	PPP1R2	ENSG00000184203	9288	601792	P41236	IPP2	protein-coding
5523	PPP2R3A	ENSG00000073711	9307	604944	Q06190	P2R3A	protein-coding
5576	PRKAR2A	ENSG00000114302	9391	176910	P13861	KAP2	protein-coding
5580	PRKCD	ENSG00000163932	9399	176977	Q05655	KPCD	protein-coding
5584	PRKCI	ENSG00000163558	9404	600539	P41743	KPCI	protein-coding
5627	PROS1	ENSG00000184500	9456	176880	P07225	PROS	protein-coding
5628	PROS2P		9458				pseudo
5648	MASP1	ENSG00000127241	6901	600521	P48740	MASP1	protein-coding
5708	PSMD2	ENSG00000175166	9559	606223	Q13200	PSMD2	protein-coding
5745	PTH1R	ENSG00000160801	9608	168468	Q03431	PTH1R	protein-coding
5793	PTPRG	ENSG00000144724	9671	176886	P23470	PTPRG	protein-coding
5806	PTX3	ENSG00000163661	9692	602492	P26022	PTX3	protein-coding
5859	QARS1	ENSG00000172053	9751	603727	P47897	SYQ	protein-coding
5868	RAB5A	ENSG00000144566	9783	179512	P20339	RAB5A	protein-coding
5894	RAF1	ENSG00000132155	9829	164760	P04049	RAF1	protein-coding
5912	RAP2B	ENSG00000181467	9862	179541	P61225	RAP2B	protein-coding
5915	RARB	ENSG00000077092	9865	180220	P10826	RARB	protein-coding
5918	RARRES1	ENSG00000118849	9867	605090	P49788	TIG1	protein-coding
5922	RASA2	ENSG00000155903	9872	601589	Q15283	RASA2	protein-coding
5947	RBP1	ENSG00000114115	9919	180260	P09455	RET1	protein-coding
5948	RBP2	ENSG00000114113	9920	180280	P50120	RET2	protein-coding
5984	RFC4	ENSG00000163918	9972	102577	P35249	RFC4	protein-coding
6010	RHO	ENSG00000163914	10012	180380	P08100	OPSD	protein-coding
6030	RN7SL4P	ENSG00000263740	10039				pseudo
6043	SNORA63	ENSG00000200320	10106	180647			snoRNA
6044	SNORA62	ENSG00000202363	10107	180646			snoRNA
6078	SNORD13P3	ENSG00000239128	10112				pseudo
6091	ROBO1	ENSG00000169855	10249	602430	Q9Y6N7	ROBO1	protein-coding
6092	ROBO2	ENSG00000185008	10250	602431	Q9HCK4	ROBO2	protein-coding
6138	RPL15	ENSG00000174748	10306	604174	P61313	RL15	protein-coding
6152	RPL24	ENSG00000114391	10325	604180	P83731	RL24	protein-coding
6159	RPL29	ENSG00000162244	10331	601832	P47914	RL29	protein-coding
6161	RPL32	ENSG00000144713	10336		P62910	RL32	protein-coding
6165	RPL35A	ENSG00000182899	10345	180468	P18077	RL35A	protein-coding
6184	RPN1	ENSG00000163902	10381	180470	P04843	RPN1	protein-coding
6259	RYK	ENSG00000163785	10481	600524	P34925	RYK	protein-coding
6304	SATB1	ENSG00000182568	10541	602075	Q01826	SATB1	protein-coding
6314	ATXN7	ENSG00000163635	10560	607640	O15265	ATX7	protein-coding
6331	SCN5A	ENSG00000183873	10593	600163	Q14524	SCN5A	protein-coding
6336	SCN10A	ENSG00000185313	10582	604427	Q9Y5Y9	SCNAA	protein-coding
6396	SEC13	ENSG00000157020	10697	600152	P55735	SEC13	protein-coding
6405	SEMA3F	ENSG00000001617	10728	601124	Q13275	SEM3F	protein-coding
6419	SETMAR	ENSG00000170364	10762	609834	Q53H47	SETMR	protein-coding
6434	TRA2B	ENSG00000136527	10781	602719	P62995	TRA2B	protein-coding
6474	SHOX2	ENSG00000168779	10854	602504	O60902	SHOX2	protein-coding
6476	SI	ENSG00000090402	10856	609845	P14410	SUIS	protein-coding
6478	SIAH2	ENSG00000181788	10858	602213	O43255	SIAH2	protein-coding
6480	ST6GAL1	ENSG00000073849	10860	109675	P15907	SIAT1	protein-coding
6498	SKIL	ENSG00000136603	10897	165340	P12757	SKIL	protein-coding
6514	SLC2A2	ENSG00000163581	11006	138160	P11168	GTR2	protein-coding
6529	SLC6A1	ENSG00000157103	11042	137165	P30531	SC6A1	protein-coding
6533	SLC6A6	ENSG00000131389	11052	186854	P31641	SC6A6	protein-coding
6538	SLC6A11	ENSG00000132164	11044	607952	P48066	S6A11	protein-coding
6565	SLC15A2	ENSG00000163406	10921	602339	Q16348	S15A2	protein-coding
6578	SLCO2A1	ENSG00000174640	10955	601460	Q92959	SO2A1	protein-coding
6596	HLTF	ENSG00000071794	11099	603257	Q14527	HLTF	protein-coding
6599	SMARCC1	ENSG00000173473	11104	601732	Q92922	SMRC1	protein-coding
6657	SOX2	ENSG00000181449	11195	184429	P48431	SOX2	protein-coding
6747	SSR3	ENSG00000114850	11325	606213	Q9UNL2	SSRG	protein-coding
6750	SST	ENSG00000157005	11329	182450	P61278	SMS	protein-coding
6769	STAC	ENSG00000144681	11353	602317	Q99469	STAC	protein-coding
6787	NEK4	ENSG00000114904	11399	601959	P51957	NEK4	protein-coding
6854	SYN2	ENSG00000157152	11495	600755	Q92777	SYN2	protein-coding
6988	TCTA	ENSG00000145022	11692	600690	P57738	TCTA	protein-coding
6997	TDGF1	ENSG00000241186	11701		P13385	TDGF1	protein-coding
7012	TERC	ENSG00000277925	11727	602322			ncRNA
7018	TF	ENSG00000091513	11740	190000	P02787	TRFE	protein-coding
7029	TFDP2	ENSG00000114126	11751	602160	Q14188	TFDP2	protein-coding
7037	TFRC	ENSG00000072274	11763	190010	P02786	TFR1	protein-coding
7047	TGM4	ENSG00000163810	11780	600585	P49221	TGM4	protein-coding
7048	TGFBR2	ENSG00000163513	11773	190182	P37173	TGFR2	protein-coding
7066	THPO	ENSG00000090534	11795	600044	P40225	TPO	protein-coding
7068	THRB	ENSG00000151090	11799	190160	P10828	THB	protein-coding
7079	TIMP4	ENSG00000157150	11823	601915	Q99727	TIMP4	protein-coding
7086	TKT	ENSG00000163931	11834	606781	P29401	TKT	protein-coding
7095	SEC62	ENSG00000008952	11846	602173	Q99442	SEC62	protein-coding
7104	TM4SF4	ENSG00000169903	11856	606567	P48230	T4S4	protein-coding
7110	TMF1	ENSG00000144747	11870	601126	P82094	TMF1	protein-coding
7123	CLEC3B	ENSG00000163815	11891	187520	P05452	TETN	protein-coding
7134	TNNC1	ENSG00000114854	11943	191040	P63316	TNNC1	protein-coding
7155	TOP2B	ENSG00000077097	11990	126431	Q02880	TOP2B	protein-coding
7182	NR2C2	ENSG00000177463	7972	601426	P49116	NR2C2	protein-coding
7200	TRH	ENSG00000170893	12298	613879	P20396	TRH	protein-coding
7220	TRPC1	ENSG00000144935	12333	602343	P48995	TRPC1	protein-coding
7318	UBA7	ENSG00000182179	12471	191325	P41226	UBA7	protein-coding
7324	UBE2E1	ENSG00000170142	12477	602916	P51965	UB2E1	protein-coding
7325	UBE2E2	ENSG00000182247	12478	602163	Q96LR5	UB2E2	protein-coding
7342	UBP1	ENSG00000153560	12507	609784	Q9NZI7	UBIP1	protein-coding
7348	UPK1B	ENSG00000114638	12578	602380	O75841	UPK1B	protein-coding
7372	UMPS	ENSG00000114491	12563	613891	P11172	UMPS	protein-coding
7375	USP4	ENSG00000114316	12627	603486	Q13107	UBP4	protein-coding
7384	UQCRC1	ENSG00000010256	12585	191328	P31930	QCR1	protein-coding
7401	CLRN1	ENSG00000163646	12605	606397	P58418	CLRN1	protein-coding
7428	VHL	ENSG00000134086	12687	608537	P40337	VHL	protein-coding
7433	VIPR1	ENSG00000114812	12694	192321	P32241	VIPR1	protein-coding
7474	WNT5A	ENSG00000114251	12784	164975	P41221	WNT5A	protein-coding
7476	WNT7A	ENSG00000154764	12786	601570	O00755	WNT7A	protein-coding
7508	XPC	ENSG00000154767	12816	613208	Q01831	XPC	protein-coding
7545	ZIC1	ENSG00000152977	12872	600470	Q15915	ZIC1	protein-coding
7555	CNBP	ENSG00000169714	13164	116955	P62633	CNBP	protein-coding
7584	ZNF35	ENSG00000169981	13099	194533	P13682	ZNF35	protein-coding
7634	ZNF80	ENSG00000174255	13155	194553	P51504	ZNF80	protein-coding
7661	ZNF90P1		12888				pseudo
7707	ZNF148	ENSG00000163848	12933	601897	Q9UQR1	ZN148	protein-coding
7862	BRPF1	ENSG00000156983	14255	602410	P55201	BRPF1	protein-coding
7864	SCLC1						unknown
7866	IFRD2	ENSG00000214706	5457	602725	Q12894	IFRD2	protein-coding
7867	MAPKAPK3	ENSG00000114738	6888	602130	Q16644	MAPK3	protein-coding
7869	SEMA3B	ENSG00000012171	10724	601281	Q13214	SEM3B	protein-coding
7871	SLMAP	ENSG00000163681	16643	602701	Q14BN4	SLMAP	protein-coding
7873	MANF	ENSG00000145050	15461	601916	P55145	MANF	protein-coding
7879	RAB7A	ENSG00000075785	9788	602298	P51149	RAB7A	protein-coding
7880	MBS2						unknown
7881	KCNAB1	ENSG00000169282	6228	601141	Q14722	KCAB1	protein-coding
8087	FXR1	ENSG00000114416	4023	600819	P51114	FXR1	protein-coding
8292	COLQ	ENSG00000206561	2226	603033	Q9Y215	COLQ	protein-coding
8309	ACOX2	ENSG00000168306	120	601641	Q99424	ACOX2	protein-coding
8314	BAP1	ENSG00000163930	950	603089	Q92560	BAP1	protein-coding
8320	EOMES	ENSG00000163508	3372	604615	O95936	EOMES	protein-coding
8372	HYAL3	ENSG00000186792	5322	604038	O43820	HYAL3	protein-coding
8403	SOX14	ENSG00000168875	11193	604747	O95416	SOX14	protein-coding
8419	BFSP2	ENSG00000170819	1041	603212	Q13515	BFSP2	protein-coding
8466	ST11						unknown
8536	CAMK1	ENSG00000134072	1459	604998	Q14012	KCC1A	protein-coding
8545	CGGBP1	ENSG00000163320	1888	603363	Q9UFW8	CGBP1	protein-coding
8553	BHLHE40	ENSG00000134107	1046	604256	O14503	BHE40	protein-coding
8607	RUVBL1	ENSG00000175792	10474	603449	Q9Y265	RUVB1	protein-coding
8618	CADPS	ENSG00000163618	1426	604667	Q9ULU8	CAPS1	protein-coding
8626	TP63	ENSG00000073282	15979	603273	Q9H3D4	P63	protein-coding
8646	CHRD	ENSG00000090539	1949	603475	Q9H2X0	CHRD	protein-coding
8692	HYAL2	ENSG00000068001	5321	603551	Q12891	HYAL2	protein-coding
8702	B4GALT4	ENSG00000121578	927	604015	O60513	B4GT4	protein-coding
8706	B3GALNT1	ENSG00000169255	918	603094	O75752	B3GL1	protein-coding
8723	SNX4	ENSG00000114520	11175	605931	O95219	SNX4	protein-coding
8743	TNFSF10	ENSG00000121858	11925	603598	P50591	TNF10	protein-coding
8801	SUCLG2	ENSG00000172340	11450	603922	Q96I99	SUCB2	protein-coding
8820	HESX1	ENSG00000163666	4877	601802	Q9UBX0	HESX1	protein-coding
8833	GMPS	ENSG00000163655	4378	600358	P49915	GUAA	protein-coding
8850	KAT2B	ENSG00000114166	8638	602303	Q92831	KAT2B	protein-coding
8856	NR1I2	ENSG00000144852	7968	603065	O75469	NR1I2	protein-coding
8893	EIF2B5	ENSG00000145191	3261	603945	Q13144	EI2BE	protein-coding
8927	BSN	ENSG00000164061	1117	604020	Q9UPA5	BSN	protein-coding
8930	MBD4	ENSG00000129071	6919	603574	O95243	MBD4	protein-coding
8971	H1-10	ENSG00000184897	4722	602785	Q92522	H1X	protein-coding
8975	USP13	ENSG00000058056	12611	603591	Q92995	UBP13	protein-coding
8994	LIMD1	ENSG00000144791	6612	604543	Q9UGP4	LIMD1	protein-coding
8997	KALRN	ENSG00000160145	4814	604605	O60229	KALRN	protein-coding
9034	CCRL2	ENSG00000121797	1612	608379	O00421	CCRL2	protein-coding
9039	UBA3	ENSG00000144744	12470	603172	Q8TBC4	UBA3	protein-coding
9045	RPL14	ENSG00000188846	10305	617414	P50914	RL14	protein-coding
9076	CLDN1	ENSG00000163347	2032	603718	O95832	CLD1	protein-coding
9117	SEC22C	ENSG00000093183	16828	604028	Q9BRL7	SC22C	protein-coding
9136	RRP9	ENSG00000114767	16829	620013	O43818	U3IP2	protein-coding
9175	MAP3K13	ENSG00000073803	6852	604915	O43283	M3K13	protein-coding
9197	SLC33A1	ENSG00000169359	95	603690	O00400	ACATN	protein-coding
9209	LRRFIP2	ENSG00000093167	6703	614043	Q9Y608	LRRF2	protein-coding
9223	MAGI1	ENSG00000151276	946	602625	Q96QZ7	MAGI1	protein-coding
9254	CACNA2D2	ENSG00000007402	1400	607082	Q9NY47	CA2D2	protein-coding
9276	COPB2	ENSG00000184432	2232	606990	P35606	COPB2	protein-coding
9370	ADIPOQ	ENSG00000181092	13633	605441	Q15848	ADIPO	protein-coding
9389	SLC22A14	ENSG00000144671	8495	604048	Q9Y267	S22AE	protein-coding
9390	SLC22A13	ENSG00000172940	8494	604047	Q9Y226	S22AD	protein-coding
9430	MYLKP1	ENSG00000228868	7591				pseudo
9431	OR7E22P	ENSG00000179799	8394				pseudo
9432	OR7E21P	ENSG00000251178	8393				pseudo
9435	CHST2	ENSG00000175040	1970	603798	Q9Y4C5	CHST2	protein-coding
9467	SH3BP5	ENSG00000131370	10827	605612	O60239	3BP5	protein-coding
9497	SLC4A7	ENSG00000033867	11033	603353	Q9Y6M7	S4A7	protein-coding
9515	STXBP5L	ENSG00000145087	30757	609381	Q9Y2K9	STB5L	protein-coding
9616	RNF7	ENSG00000114125	10070	603863	Q9UBF6	RBX2	protein-coding
9626	GUCA1C	ENSG00000138472	4680	605128	O95843	GUC1C	protein-coding
9657	IQCB1	ENSG00000173226	28949	609237	Q15051	IQCB1	protein-coding
9666	DZIP3	ENSG00000198919	30938	608672	Q86Y13	DZIP3	protein-coding
