GeneID	Symbol	EnsemblID	HGNCID	MIM Number	UniprotAC	UniprotID	type_of_gene
3920	LAMP2	ENSG00000005893	6501	309060	P13473	LAMP2	protein-coding
3924	RPSAP14	ENSG00000233984	6506				pseudo
3947	LDHBP2		6543				pseudo
4007	PRICKLE3	ENSG00000012211	6645	300111	O43900	PRIC3	protein-coding
4068	SH2D1A	ENSG00000183918	10820	300490	O60880	SH21A	protein-coding
4080	MAA						unknown
4096	MAFD2						unknown
4100	MAGEA1	ENSG00000198681	6796	300016	P43355	MAGA1	protein-coding
4101	MAGEA2	ENSG00000268606	6800	300173	Q6P448	Q6P448	protein-coding
4102	MAGEA3	ENSG00000221867	6801	300174	P43357	MAGA3	protein-coding
4103	MAGEA4	ENSG00000147381	6802	300175	P43358	MAGA4	protein-coding
4104	MAGEA5P		6803	300340			pseudo
4105	MAGEA6	ENSG00000197172	6804	300176	P43360	MAGA6	protein-coding
4106	MAGEA7P		6805				pseudo
4107	MAGEA8	ENSG00000156009	6806	300341	P43361	MAGA8	protein-coding
4108	MAGEA9	ENSG00000123584	6807	300342			protein-coding
4109	MAGEA10	ENSG00000124260	6797	300343	P43363	MAGAA	protein-coding
4110	MAGEA11	ENSG00000185247	6798	300344	P43364	MAGAB	protein-coding
4111	MAGEA12	ENSG00000213401	6799	300177	P43365	MAGAC	protein-coding
4112	MAGEB1	ENSG00000214107	6808	300097	P43366	MAGB1	protein-coding
4113	MAGEB2	ENSG00000099399	6809	300098	O15479	MAGB2	protein-coding
4114	MAGEB3	ENSG00000198798	6810	300152	O15480	MAGB3	protein-coding
4115	MAGEB4	ENSG00000120289	6811	300153	O15481	MAGB4	protein-coding
4128	MAOA	ENSG00000189221	6833	309850	P21397	AOFA	protein-coding
4129	MAOB	ENSG00000069535	6834	309860	P27338	AOFB	protein-coding
4168	MCF2	ENSG00000101977	6940	311030	P10911	MCF2	protein-coding
4204	MECP2	ENSG00000169057	6990	300005	P51608	MECP2	protein-coding
4281	MID1	ENSG00000101871	7095	300552	O15344	TRI18	protein-coding
4303	FOXO4	ENSG00000184481	7139	300033	P98177	FOXO4	protein-coding
4354	MPP1	ENSG00000130830	7219	305360	Q00013	EM55	protein-coding
4364	MRSD						unknown
4378	MRX14						unknown
4384	MRX20						unknown
4387	MRX23						unknown
4406	MRX42						unknown
4412	MRX49						unknown
4416	MRX53						unknown
4429	MRXS7						unknown
4434	MSD						unknown
4435	CITED1	ENSG00000125931	1986	300149	Q99966	CITE1	protein-coding
4478	MSN	ENSG00000147065	7373	309845	P26038	MOES	protein-coding
4515	MTCP1	ENSG00000214827	7423	300116	P56278	MTCP1	protein-coding
4523	MTHFD1P1	ENSG00000231831	7433				pseudo
4534	MTM1	ENSG00000171100	7448	300415	Q13496	MTM1	protein-coding
4611	MYCLP1		7556	310310			pseudo
4657	MYP1						unknown
4674	NAP1L2	ENSG00000186462	7638	300026	Q9ULW6	NP1L2	protein-coding
4675	NAP1L3	ENSG00000186310	7639	300117	Q99457	NP1L3	protein-coding
4693	NDP	ENSG00000124479	7678	300658	Q00604	NDP	protein-coding
4694	NDUFA1	ENSG00000125356	7683	300078	O15239	NDUA1	protein-coding
4810	NHS	ENSG00000188158	7820	300457	Q6T4R5	NHS	protein-coding
4841	NONO	ENSG00000147140	7871	300084	Q15233	NONO	protein-coding
4935	GPR143	ENSG00000101850	20145	300808	P51810	GP143	protein-coding
4941	OASD						unknown
4943	TBC1D25	ENSG00000068354	8092	311240	Q3MII6	TBC25	protein-coding
4952	OCRL	ENSG00000122126	8108	300535	Q01968	OCRL	protein-coding
4977	OPA2						unknown
4981	OPEM						unknown
4983	OPHN1	ENSG00000079482	8148	300127	O60890	OPHN1	protein-coding
5009	OTC	ENSG00000036473	8512	300461	P00480	OTC	protein-coding
5030	P2RY4	ENSG00000186912	8542	300038	P51582	P2RY4	protein-coding
5043	PABX		8566				other
5063	PAK3	ENSG00000077264	8592	300142	O75914	PAK3	protein-coding
5127	CDK16	ENSG00000102225	8749	311550	Q00536	CDK16	protein-coding
5160	PDHA1	ENSG00000131828	8806	300502	P08559	ODPA	protein-coding
5165	PDK3	ENSG00000067992	8811	300906	Q15120	PDK3	protein-coding
5171	PDR						unknown
5199	CFP	ENSG00000126759	8864	300383	P27918	PROP	protein-coding
5207	PFKFB1	ENSG00000158571	8872	311790	P16118	F261	protein-coding
5230	PGK1	ENSG00000102144	8896	311800	P00558	PGK1	protein-coding
5231	PGK1P1		8897				pseudo
5251	PHEX	ENSG00000102174	8918	300550	P78562	PHEX	protein-coding
5255	PHKA1	ENSG00000067177	8925	311870	P46020	KPB1	protein-coding
5256	PHKA2	ENSG00000044446	8926	300798	P46019	KPB2	protein-coding
5277	PIGA	ENSG00000165195	8957	311770	P37287	PIGA	protein-coding
5303	PIN4	ENSG00000102309	8992	300252	Q9Y237	PIN4	protein-coding
5354	PLP1	ENSG00000123560	9086	300401	P60201	MYPR	protein-coding
5355	PLP2	ENSG00000102007	9087	300112	Q04941	PLP2	protein-coding
5358	PLS3	ENSG00000102024	9091	300131	P13797	PLST	protein-coding
5365	PLXNB3	ENSG00000198753	9105	300214	Q9ULL4	PLXB3	protein-coding
5422	POLA1	ENSG00000101868	9173	312040	P09884	DPOLA	protein-coding
5456	POU3F4	ENSG00000196767	9217	300039	P49335	PO3F4	protein-coding
5475	PPEF1	ENSG00000086717	9243	300109	O14829	PPE1	protein-coding
5548	PRD						unknown
5613	PRKX	ENSG00000183943	9441	300083	P51817	PRKX	protein-coding
5615	PRKXP2		9443				pseudo
5631	PRPS1	ENSG00000147224	9462	311850	P60891	PRPS1	protein-coding
5634	PRPS2	ENSG00000101911	9465	311860	P11908	PRPS2	protein-coding
5638	PRRG1	ENSG00000130962	9469	300935	O14668	TMG1	protein-coding
5640	PRS						unknown
5716	PSMD10	ENSG00000101843	9555	300880	O75832	PSD10	protein-coding
5931	RBBP7	ENSG00000102054	9890	300825	Q16576	RBBP7	protein-coding
5935	RBM3	ENSG00000102317	9900	300027	P98179	RBM3	protein-coding
5956	OPN1LW	ENSG00000102076	9936	300822	P04000	OPSR	protein-coding
5964	RDXP2		9946				pseudo
5973	RENBP	ENSG00000102032	9959	312420	P51606	RENBP	protein-coding
6072	RNU7-68P	ENSG00000251707	10236				pseudo
6073	RNU7-86P		10237				pseudo
6102	RP2	ENSG00000102218	10274	300757	O75695	XRP2	protein-coding
6103	RPGR	ENSG00000156313	10295	312610	Q92834	RPGR	protein-coding
6104	RP6						unknown
6116	RP24						unknown
6126	RPL9P7	ENSG00000238103	30335				pseudo
6134	RPL10	ENSG00000147403	10298	312173	P27635	RL10	protein-coding
6170	RPL39	ENSG00000198918	10350	300899	P62891	RL39	protein-coding
6173	RPL36A	ENSG00000241343	10359	300902	P83881	RL36A	protein-coding
6191	RPS4X	ENSG00000198034	10424	312760	P62701	RS4X	protein-coding
6197	RPS6KA3	ENSG00000177189	10432	300075	P51812	KS6A3	protein-coding
6246	RRM2P4	ENSG00000235598	10456				pseudo
6247	RS1	ENSG00000102104	10457	300839	O15537	XLRS1	protein-coding
6303	SAT1	ENSG00000130066	10540	313020	P21673	SAT1	protein-coding
6308	SC4MOP		10546				pseudo
6322	SCML1	ENSG00000047634	10580	300227	Q9UN30	SCML1	protein-coding
6399	TRAPPC2	ENSG00000196459	23068	300202	P0DI81	TPC2A	protein-coding
6451	SH3BGRL	ENSG00000131171	10823	300190	O75368	SH3L1	protein-coding
6463	SHFM2						unknown
6465	SHC1P1		10841				pseudo
6535	SLC6A8	ENSG00000130821	11055	300036	P48029	SC6A8	protein-coding
6567	SLC16A2	ENSG00000147100	10923	300095	P36021	MOT8	protein-coding
6594	SMARCA1	ENSG00000102038	11097	300012	P28370	SMCA1	protein-coding
6611	SMS	ENSG00000102172	11123	300105	P52788	SPSY	protein-coding
6658	SOX3	ENSG00000134595	11199	313430	P41225	SOX3	protein-coding
6719	SRD5A1P1		11286				pseudo
6748	SSR4	ENSG00000180879	11326	300090	P51571	SSRD	protein-coding
6756	SSX1	ENSG00000126752	11335	312820	Q16384	SSX1	protein-coding
6757	SSX2	ENSG00000241476	11336	300192			protein-coding
6758	SSX5	ENSG00000165583	11339	300327	O60225	SSX5	protein-coding
6759	SSX4	ENSG00000268009	11338	300326			protein-coding
6792	CDKL5	ENSG00000008086	11411	300203	O76039	CDKL5	protein-coding
6839	SUV39H1	ENSG00000101945	11479	300254	O43463	SUV91	protein-coding
6853	SYN1	ENSG00000008056	11494	313440	P17600	SYN1	protein-coding
6855	SYP	ENSG00000102003	11506	313475	P08247	SYPH	protein-coding
6872	TAF1	ENSG00000147133	11535	313650	P21675	TAF1	protein-coding
6901	TAFAZZIN	ENSG00000102125	11577	300394	Q16635	TAZ	protein-coding
6906	SERPINA7	ENSG00000123561	11583	314200	P05543	THBG	protein-coding
6907	TBL1X	ENSG00000101849	11585	300196	O60907	TBL1X	protein-coding
6990	DYNLT3	ENSG00000165169	11694	300302	P51808	DYLT3	protein-coding
6998	TDGF1P3	ENSG00000225366	11703				protein-coding
7030	TFE3	ENSG00000068323	11752	314310	P19532	TFE3	protein-coding
7055	THAS						unknown
7076	TIMP1	ENSG00000102265	11820	305370	P01033	TIMP1	protein-coding
7085	TKCR						unknown
7102	TSPAN7	ENSG00000156298	11854	300096	P41732	TSN7	protein-coding
7105	TSPAN6	ENSG00000000003	11858	300191	O43657	TSN6	protein-coding
7114	TMSB4X	ENSG00000205542	11881	300159	P62328	TYB4	protein-coding
7121	TMSB4XP7		11889				pseudo
7216	TRO	ENSG00000067445	12326	300132	Q12816	TROP	protein-coding
7224	TRPC5	ENSG00000072315	12337	300334	Q9UL62	TRPC5	protein-coding
7317	UBA1	ENSG00000130985	12469	314370	P22314	UBA1	protein-coding
7319	UBE2A	ENSG00000077721	12472	312180	P49459	UBE2A	protein-coding
7355	SLC35A2	ENSG00000102100	11022	314375	P78381	S35A2	protein-coding
7403	KDM6A	ENSG00000147050	12637	300128	O15550	KDM6A	protein-coding
7411	VBP1	ENSG00000155959	12662	300133	P61758	PFD3	protein-coding
7454	WAS	ENSG00000015285	12731	300392	P42768	WASP	protein-coding
7497	XCE		12804	300074			other
7499	XG	ENSG00000124343	12806	300879	P55808	XG	protein-coding
7502	XIC		12809				other
7503	XIST	ENSG00000229807	12810	314670			ncRNA
7504	XK	ENSG00000047597	12811	314850	P51811	XK	protein-coding
7506	XM						unknown
7512	XPNPEP2	ENSG00000122121	12823	300145	O43895	XPP2	protein-coding
7523	XS						unknown
7543	ZFX	ENSG00000005889	12869	314980	P17010	ZFX	protein-coding
7547	ZIC3	ENSG00000156925	12874	300265	O60481	ZIC3	protein-coding
7552	ZNF711	ENSG00000147180	13128	314990	Q9Y462	ZN711	protein-coding
7569	ZNF182	ENSG00000147118	13001	314993	P17025	ZN182	protein-coding
7592	ZNF41	ENSG00000147124	13107	314995	P51814	ZNF41	protein-coding
7626	ZNF75D	ENSG00000186376	13145	314997	P51815	ZN75D	protein-coding
7682	MKRN4P		7115				pseudo
7683	MKRN5P		7117				pseudo
7712	ZNF157	ENSG00000147117	12942	300024	P51786	ZN157	protein-coding
7737	RNF113A	ENSG00000125352	12974	300951	O15541	R113A	protein-coding
7739	ZNF185	ENSG00000147394	12976	300381	O15231	ZN185	protein-coding
7789	ZXDA	ENSG00000198205	13198	300235	P98168	ZXDA	protein-coding
8226	PUDP	ENSG00000130021	16818	306480	Q08623	HDHD1	protein-coding
8228	PNPLA4	ENSG00000006757	24887	300102	P41247	PLPL4	protein-coding
8231	CND						unknown
8233	ZRSR2	ENSG00000169249	23019	300028	Q15696	U2AFM	protein-coding
8237	USP11	ENSG00000102226	12609	300050	P51784	UBP11	protein-coding
8239	USP9X	ENSG00000124486	12632	300072	Q93008	USP9X	protein-coding
8241	RBM10	ENSG00000182872	9896	300080	P98175	RBM10	protein-coding
8242	KDM5C	ENSG00000126012	11114	314690	P41229	KDM5C	protein-coding
8243	SMC1A	ENSG00000072501	11111	300040	Q14683	SMC1A	protein-coding
8245	IDDMX						unknown
8246	MRXS12						unknown
8249	MGR2						unknown
8251	HNRNPDP1		5038				pseudo
8255	BZX						unknown
8258	GUST						unknown
8259	INDX						unknown
8260	NAA10	ENSG00000102030	18704	300013	P41227	NAA10	protein-coding
8263	F8A1	ENSG00000288722	3547	305423			protein-coding
8266	UBL4A	ENSG00000102178	12505	312070	P11441	UBL4A	protein-coding
8269	TMEM187	ENSG00000177854	13705	300059	Q14656	TM187	protein-coding
8270	LAGE3	ENSG00000196976	26058	300060	Q14657	LAGE3	protein-coding
8273	SLC10A3	ENSG00000126903	22979	312090	P09131	P3	protein-coding
8277	TKTL1	ENSG00000007350	11835	300044	P51854	TKTL1	protein-coding
8406	SRPX	ENSG00000101955	11309	300187	P78539	SRPX	protein-coding
8409	UXT	ENSG00000126756	12641	300234	Q9UBK9	UXT	protein-coding
8422	MEHMO						unknown
8450	CUL4B	ENSG00000158290	2555	300304	Q13620	CUL4B	protein-coding
8471	IRS4	ENSG00000133124	6128	300904	O14654	IRS4	protein-coding
8473	OGT	ENSG00000147162	8127	300255	O15294	OGT1	protein-coding
8481	OFD1	ENSG00000046651	2567	300170	O75665	OFD1	protein-coding
8517	IKBKG	ENSG00000269335	5961	300248	Q9Y6K9	NEMO	protein-coding
8544	PIR	ENSG00000087842	30048	300931	O00625	PIR	protein-coding
8551	INE2	ENSG00000281371	6061	300165			ncRNA
8552	INE1	ENSG00000224975	6060	300164			ncRNA
8573	CASK	ENSG00000147044	1497	300172	O14936	CSKP	protein-coding
8712	PAGE1	ENSG00000068985	4107	300288	O75459	PAGE1	protein-coding
8776	MTMR1	ENSG00000063601	7449	300171	Q13613	MTMR1	protein-coding
8823	FGF16	ENSG00000196468	3672	300827	O43320	FGF16	protein-coding
8852	AKAP4	ENSG00000147081	374	300185	Q5JQC9	AKAP4	protein-coding
8862	APLN	ENSG00000171388	16665	300297	Q9ULZ1	APEL	protein-coding
8905	AP1S2	ENSG00000182287	560	300629	P56377	AP1S2	protein-coding
8908	GYG2	ENSG00000056998	4700	300198	O15488	GLYG2	protein-coding
8933	RTL8C	ENSG00000134590	2569	300213	A6ZKI3	RTL8C	protein-coding
9016	SLC25A14	ENSG00000102078	10984	300242	O95258	UCP5	protein-coding
9075	CLDN2	ENSG00000165376	2041	300520	P57739	CLD2	protein-coding
9104	RGN	ENSG00000130988	9989	300212	Q15493	RGN	protein-coding
9130	FAM50A	ENSG00000071859	18786	300453	Q14320	FA50A	protein-coding
9131	AIFM1	ENSG00000156709	8768	300169	O95831	AIFM1	protein-coding
9185	REPS2	ENSG00000169891	9963	300317	Q8NFH8	REPS2	protein-coding
9203	ZMYM3	ENSG00000147130	13054	300061	Q14202	ZMYM3	protein-coding
9210	BMP15	ENSG00000130385	1068	300247	O95972	BMP15	protein-coding
9248	GPR50	ENSG00000102195	4506	300207	Q13585	MTR1L	protein-coding
9282	MED14	ENSG00000180182	2370	300182	O60244	MED14	protein-coding
9338	TCEAL1	ENSG00000172465	11616	300237	Q15170	TCAL1	protein-coding
9363	RAB33A	ENSG00000134594	9773	300333	Q14088	RB33A	protein-coding
9367	RAB9A	ENSG00000123595	9792	300284	P51151	RAB9A	protein-coding
9383	TSIX	ENSG00000270641	12377	300181			ncRNA
9452	ITM2A	ENSG00000078596	6173	300222	O43736	ITM2A	protein-coding
9459	ARHGEF6	ENSG00000129675	685	300267	Q15052	ARHG6	protein-coding
9468	PCYT1B	ENSG00000102230	8755	300948	Q9Y5K3	PCY1B	protein-coding
9500	MAGED1	ENSG00000179222	6813	300224	Q9Y5V3	MAGD1	protein-coding
9502	XAGE2	ENSG00000155622	4112	300416	Q96GT9	XAGE2	protein-coding
9506	PAGE4	ENSG00000101951	4108	300287	O60829	PAGE4	protein-coding
9566	HPCX						unknown
9643	MORF4L2	ENSG00000123562	16849	300409	Q15014	MO4L2	protein-coding
9737	GPRASP1	ENSG00000198932	24834	300417	Q5JY77	GASP1	protein-coding
9754	STARD8	ENSG00000130052	19161	300689	Q92502	STAR8	protein-coding
9758	FRMPD4	ENSG00000169933	29007	300838	Q14CM0	FRPD4	protein-coding
9767	JADE3	ENSG00000102221	22982	300618	Q92613	JADE3	protein-coding
9823	ARMCX2	ENSG00000184867	16869	300363	Q7L311	ARMX2	protein-coding
9843	HEPH	ENSG00000089472	4866	300167	Q9BQS7	HEPH	protein-coding
9947	MAGEC1	ENSG00000155495	6812	300223	O60732	MAGC1	protein-coding
9949	AMMECR1	ENSG00000101935	467	300195	Q9Y4X0	AMMR1	protein-coding
9964	MYCLP3		7557				pseudo
9968	MED12	ENSG00000184634	11957	300188	Q93074	MED12	protein-coding
10009	ZBTB33	ENSG00000177485	16682	300329	Q86T24	KAISO	protein-coding
10013	HDAC6	ENSG00000094631	14064	300272	Q9UBN7	HDAC6	protein-coding
10046	MAMLD1	ENSG00000013619	2568	300120	Q13495	MAMD1	protein-coding
10064	VDAC1P2		12670				pseudo
10075	HUWE1	ENSG00000086758	30892	300697	Q7Z6Z7	HUWE1	protein-coding
10084	PQBP1	ENSG00000102103	9330	300463	O60828	PQBP1	protein-coding
10118	EMWX						unknown
10134	BCAP31	ENSG00000185825	16695	300398	P51572	BAP31	protein-coding
10149	ADGRG2	ENSG00000173698	4516	300572	Q8IZP9	AGRG2	protein-coding
